,age,gender,height,weight,ap_hi,ap_lo,cholesterol,gluc,smoke,alco,active,model,explainer
0,0.33521087207545086,0.04756880876187875,0.12247544080242864,0.366471686118795,0.00560513646428998,0.02344652807539745,0.4997753270810309,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
1,0.35114223341049294,0.03748397829639744,0.19349314112029883,1.095768573917392,0.002912947960788548,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
2,0.5606546645524617,0.07794480413983454,0.26872375586380537,0.0018232422194965157,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
3,0.03026056878488091,0.029343211535105277,0.3740466165047145,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
4,0.17203766099782344,0.0010327838428505003,0.06229094900762341,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
5,0.14418483191659706,0.12253676535467364,0.08817028047938967,0.362825201679802,0.00560513646428998,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
6,0.5291406282814086,0.005042415232740656,0.18265993259723387,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
7,0.19307908162901113,0.07393517274994438,0.04303191163328574,0.0018232422194965157,0.002912947960788548,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.15031629395437954,lr,shap
8,0.581094901737044,0.06785997367435323,0.26872375586380537,1.095768573917392,0.00560513646428998,0.04760355700156452,0.9546577515724445,0.30229280949210785,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
9,0.22263927169859682,0.11439599859338147,0.24284442439203907,0.7311201300180934,0.00560513646428998,0.02344652807539745,0.4997753270810309,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
10,0.23346057373749332,0.025333580145215126,0.10321640342809098,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.126438252173234,0.0075464906519604,0.15031629395437954,lr,shap
11,0.17008381479635604,0.007107982918441657,0.002106457212818181,0.362825201679802,0.00560513646428998,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.15031629395437954,lr,shap
12,0.40965541826859286,0.05971920691306107,0.3632134079816495,1.092122089478399,0.010989513471292843,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
13,0.5031394442157267,0.03140877922080629,0.04303191163328574,0.366471686118795,0.002912947960788548,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
14,0.3601599851095734,0.04756880876187875,0.22358538701770145,0.7274736455791004,0.008297324967791411,0.02344652807539745,0.9546577515724445,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
15,0.47017655583835466,0.023268012459514126,0.19349314112029883,0.7311201300180934,0.002912947960788548,0.02344652807539745,0.9546577515724445,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
16,0.3135682679976578,0.019258381069623968,0.23863150996640273,0.0018232422194965157,0.008835762668491698,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
17,0.5602518716432361,0.023268012459514126,0.2578905473407404,1.4567705333776972,0.008297324967791411,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
18,0.09774341066633283,0.013183181994032815,0.2879827932381431,1.4567705333776972,0.010989513471292843,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.15031629395437954,lr,shap
19,0.510804533159945,0.07393517274994438,0.04303191163328574,0.362825201679802,0.00560513646428998,0.04760355700156452,0.4997753270810309,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
20,0.14824282018118323,0.03140877922080629,0.12247544080242864,0.362825201679802,0.00560513646428998,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
21,0.2782968351853212,0.06785997367435323,0.10742931785372734,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
22,0.11717967149508415,0.06579440598865223,0.15256768669983126,0.362825201679802,0.00560513646428998,0.02344652807539745,0.4997753270810309,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
23,0.20836116484171946,0.007107982918441657,0.06229094900762341,0.7311201300180934,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
24,0.03266530257130235,0.025333580145215126,0.10742931785372734,0.0018232422194965157,0.002912947960788548,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
25,0.01928897088433305,0.019258381069623968,0.04303191163328574,0.0018232422194965157,0.002912947960788548,0.02344652807539745,0.9546577515724445,0.30229280949210785,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
26,0.14178009813017559,0.0840200032154257,0.06229094900762341,1.8250654617159892,0.0051636175497157474,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
27,0.43340216440950463,0.0414936096862876,0.03219870311022079,0.7274736455791004,0.008297324967791411,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
28,0.09789370652798415,0.07393517274994438,0.1634008952228962,0.7311201300180934,0.00022075945728711633,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
29,0.22248897583694546,0.053644007837469906,0.058078034581987056,0.7274736455791004,0.008297324967791411,0.02344652807539745,0.204111350376778,0.30229280949210785,0.008070526734461752,0.18111577564704948,0.03525937759423717,lr,shap
30,0.0887737536429808,0.01719281338392297,0.08817028047938967,0.366471686118795,0.002912947960788548,0.02344652807539745,0.9546577515724445,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.15031629395437954,lr,shap
31,0.04078127910047474,0.03140877922080629,0.002106457212818181,0.362825201679802,0.00560513646428998,0.04760355700156452,0.4997753270810309,0.2594823583947612,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
32,0.2605138288347346,0.025333580145215126,0.07312415753068835,0.362825201679802,0.008297324967791411,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
33,0.38150199746406377,0.03541841061069644,0.4191849853508184,0.0018232422194965157,0.00560513646428998,0.02344652807539745,0.9546577515724445,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
34,0.01943926674598439,0.007107982918441657,0.002106457212818181,0.366471686118795,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.15031629395437954,lr,shap
35,0.08261162331527584,0.05971920691306107,0.03219870311022079,0.362825201679802,0.00560513646428998,0.02344652807539745,0.4997753270810309,0.2594823583947612,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
36,0.36842625750039715,0.0860855709011267,0.5696462148378315,0.7311201300180934,0.00560513646428998,0.04760355700156452,0.9546577515724445,0.30229280949210785,0.126438252173234,0.0075464906519604,0.03525937759423717,lr,shap
37,0.028757610168367496,0.007107982918441657,0.06229094900762341,1.095768573917392,0.00022075945728711633,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.15031629395437954,lr,shap
38,0.386461760898558,0.07393517274994438,0.027985788684584435,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
39,0.49422389370256914,0.03541841061069644,0.19770605554593518,0.366471686118795,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
40,0.45770199932129346,0.05971920691306107,0.03219870311022079,1.095768573917392,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.15031629395437954,lr,shap
41,0.35925820993966534,0.03748397829639744,0.22358538701770145,1.4604170178166904,0.002912947960788548,0.02344652807539745,0.4997753270810309,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
42,0.09999784859110293,0.1286119644302648,0.34395437060731193,0.362825201679802,0.00560513646428998,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
43,0.3787966719543396,0.007107982918441657,0.03219870311022079,0.0018232422194965157,0.002912947960788548,0.02344652807539745,0.9546577515724445,0.30229280949210785,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
44,0.7379015801151205,0.06785997367435323,0.44927723124822105,0.362825201679802,0.008297324967791411,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
45,0.5328980248226921,0.03541841061069644,0.03219870311022079,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
46,0.22384163859180753,0.029343211535105277,0.24284442439203907,0.362825201679802,0.00560513646428998,0.02344652807539745,0.4997753270810309,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
47,0.11908542302082317,0.11038636720349132,0.22358538701770145,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
48,0.19488263196882724,0.053644007837469906,0.08817028047938967,0.362825201679802,0.00560513646428998,0.02344652807539745,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
49,0.5180187345192093,0.025333580145215126,0.10742931785372734,0.362825201679802,0.00560513646428998,0.04760355700156452,0.204111350376778,0.05395240160039056,0.008070526734461752,0.0075464906519604,0.03525937759423717,lr,shap
50,0.025153153230483803,0.004777520071931191,0.004150424962152571,0.2508897760676138,0.026535083045974975,0.0023826598254375756,0.07789860904980038,0.006515614565338042,0.002226856179969155,0.002488192854125719,0.002147336379389287,rf,shap
