,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,model,explainer
0,0.03803570097615667,0.04335038197210301,0.2587085191954828,0.014062660426973302,0.2759537619107171,0.07754306822533795,0.012290453766984032,0.8321587818312798,0.2488510135678819,0.46104946581355466,0.13918451380978242,0.13013564461841262,0.19330003923172134,0.010318640177899178,0.2348449098734819,0.08716989731112647,0.09393306459143039,0.045393952789616596,0.10147117036051068,0.023634333777090392,lr,shap
1,0.03803570097615667,0.17529982576891756,0.005072716062656469,0.01941986439915361,0.010413349506064791,0.07754306822533795,0.11061408390285618,0.8321587818312798,0.2488510135678819,0.6365315698717288,0.2825559139027499,0.13013564461841262,0.2172447736098449,0.010318640177899178,0.14941531483062376,0.08716989731112647,0.09393306459143039,0.08224327494666268,0.14601948905536902,0.023634333777090392,lr,shap
2,0.0766448044795921,0.0525624490230605,0.2587085191954828,0.0026786019860901558,0.06768677178942117,0.07754306822533795,0.012290453766984032,0.8321587818312798,0.4955656584217204,0.6365315698717288,0.2825559139027499,0.269969851085934,0.2172447736098449,0.010318640177899178,0.14941531483062376,0.4323051125437829,0.09393306459143039,0.045393952789616596,0.10147117036051068,0.023634333777090392,lr,shap
3,0.15271620643190542,0.1665490273618213,0.005072716062656469,0.01941986439915361,0.3019871356758791,0.07754306822533795,0.012290453766984032,0.6960264216620197,0.2488510135678819,0.46104946581355466,0.13918451380978242,0.13013564461841262,0.19330003923172134,0.010318640177899178,0.2348449098734819,0.08716989731112647,0.28237281558394123,0.045393952789616596,0.10147117036051068,0.023634333777090392,lr,shap
4,0.24866556266321524,0.4938634829355127,0.005072716062656469,0.014062660426973302,0.010413349506064791,0.10708328469213337,0.012290453766984032,0.8329741671829101,0.5664411850231476,0.8758672015172388,0.13918451380978242,0.269969851085934,0.2172447736098449,0.010318640177899178,0.14941531483062376,0.08716989731112647,0.09393306459143039,0.16528522724287284,0.14601948905536902,0.023634333777090392,lr,shap
5,0.0766448044795921,0.04602041777599155,0.24856308707016989,0.01941986439915361,0.7653811886957625,0.07754306822533795,0.012290453766984032,0.8321587818312798,0.2488510135678819,0.46104946581355466,0.13918451380978242,0.20320667601904155,0.2172447736098449,0.010318640177899178,0.2348449098734819,0.4323051125437829,0.28237281558394123,0.08224327494666268,0.10147117036051068,0.023634333777090392,lr,shap
6,0.2673967118876542,0.0757367631016607,0.2587085191954828,0.014062660426973302,0.16661359209703674,0.07754306822533795,0.012290453766984032,0.6960264216620197,0.2488510135678819,0.439149805288401,0.13918451380978242,0.13013564461841262,0.2172447736098449,0.010318640177899178,0.2348449098734819,0.08716989731112647,0.09393306459143039,0.045393952789616596,0.14601948905536902,0.023634333777090392,lr,shap
7,0.15271620643190542,0.24549692986882293,0.24856308707016989,0.01941986439915361,0.3800872569713651,0.10708328469213337,0.012290453766984032,0.7693688202089755,0.37581420017660255,0.46104946581355466,0.13918451380978242,0.13013564461841262,0.19330003923172134,0.12181735403044898,0.2348449098734819,0.08716989731112647,0.28237281558394123,0.045393952789616596,0.10147117036051068,0.023634333777090392,lr,shap
8,0.21005645915977983,0.08626167167745363,0.5123443223283092,0.014062660426973302,0.2238870143803931,0.07754306822533795,0.11061408390285618,0.8329741671829101,0.2488510135678819,0.6365315698717288,0.2825559139027499,0.13013564461841262,0.2172447736098449,0.38441911452950545,0.2348449098734819,0.08716989731112647,0.28237281558394123,0.045393952789616596,0.10147117036051068,0.7641767921259224,lr,shap
9,0.13398505720746645,0.6446628472747293,0.2587085191954828,0.014062660426973302,0.1978536406152311,0.10708328469213337,0.012290453766984032,0.8329741671829101,0.37581420017660255,0.8758672015172388,0.36613088433698393,0.13013564461841262,0.2172447736098449,0.010318640177899178,0.14941531483062376,0.08716989731112647,0.09393306459143039,0.045393952789616596,0.10147117036051068,0.023634333777090392,lr,shap
