,preg,plas,pres,skin,insu,mass,pedi,age,model,explainer
29,0.035024803969021384,0.9994426354560008,0.06602878539899076,0.013666791643176883,0.004243457762672882,0.1484627177776434,0.06124677249297023,0.2837228146716357,lr,shap
30,0.23709098071337548,1.5868498986910415,0.090574802275939,0.12266030704187929,0.027057746809301318,2.2420386701674597,0.1923098247413015,0.27853276318373993,lr,shap
31,0.032330588279096656,1.019991261069772,0.11512081915288723,0.06819763111719936,0.1250375135015549,0.7007943542554854,0.04171333682134391,1.5379852575797812,lr,shap
32,0.032330588279096656,2.3662805254202866,0.11512081915288723,0.06472129010073042,0.29626635755951686,0.5435245261012024,0.1195950351766023,0.01903018878895117,lr,shap
33,0.23709098071337548,1.7639932229476882,0.8421738390480941,0.06819763111719936,0.1250375135015549,0.05074573121778169,0.2427186909906597,0.0622806178547493,lr,shap
34,0.10238019621713941,0.2908693384294139,0.2869429372915249,0.06819763111719936,0.1250375135015549,1.1411498730874785,0.24649935595936154,0.9757296797244057,lr,shap
35,0.36910754951968683,1.232563250177748,0.11512081915288723,0.0476804027650984,0.13504538163000926,0.24995418021320753,0.2767446757089765,0.06747066934264508,lr,shap
36,0.10238019621713941,2.8268531684875686,0.016936751645094287,0.2692119381283147,0.1250375135015549,0.3023774562646352,0.07636943236777763,1.3217331122507907,lr,shap
37,0.23709098071337548,0.2908693384294139,0.2378509035376284,0.034047692896592784,0.1250375135015549,0.07171504163835309,0.2528004642405314,0.2837228146716357,lr,shap
38,0.571173726264041,0.13427463978653822,0.11512081915288723,0.010258614176050477,0.1250375135015549,0.5573642709787793,0.12274558931718718,1.3217331122507907,lr,shap
39,0.23709098071337548,0.4885612882998317,0.8421738390480941,0.06819763111719936,0.1250375135015549,1.193573149138906,0.11581437020790045,0.23528233411794178,lr,shap
40,0.032330588279096656,1.1411572948613182,0.13033934961659513,0.006782273159581545,0.05051083594923536,0.42106375324506723,0.09313038039568926,0.14878147598634553,lr,shap
41,0.16973558846525744,0.6302759477051492,0.17943138337049158,0.06819763111719936,0.1250375135015549,0.5363949605582082,0.14694184511687916,1.3217331122507907,lr,shap
42,0.0996859805272147,0.2908693384294139,0.07830179383746487,0.020414983028087166,0.1250375135015549,0.43867797399834696,0.05809621835238534,1.2352322541191945,lr,shap
43,0.638529118512159,0.4680126626860607,0.041482768522042524,0.06819763111719936,0.1250375135015549,0.064585476095359,0.007057241274910163,0.2837228146716357,lr,shap
44,0.1670413727753327,0.8931566409020127,0.2869429372915249,0.06819763111719936,0.1250375135015549,1.2493515148576249,0.16748345811349258,0.14878147598634553,lr,shap
45,0.035024803969021384,1.445135239285724,0.090574802275939,0.054496757699351216,0.24759587426004287,0.022646855254216624,0.25028002092806345,0.14878147598634553,lr,shap
46,0.032330588279096656,0.22001200872675522,0.041482768522042524,0.09198670983774165,0.18979967534191752,0.554009181311488,0.5899097572831141,1.062230537856002,lr,shap
47,0.0996859805272147,0.7868706463480246,0.041482768522042524,0.04427222529797199,0.1250375135015549,0.6169171125732015,0.05280328739620271,0.19203190505214365,lr,shap
48,0.3017521572715688,0.18458334387542588,0.041482768522042524,0.06819763111719936,0.1250375135015549,0.8614192720770597,0.2433488018187767,1.1487313959875982,lr,shap
49,0.23709098071337548,1.9765652120556643,0.11512081915288723,0.04086404783084559,0.27801492632221414,1.5395667710783285,0.4443541559880925,1.1487313959875982,lr,shap
50,0.009993047862641418,0.1843634971873088,0.00442529772805962,0.006381467426710794,0.03798357728294482,0.06621597441253657,0.001126717902509826,0.13962680887596535,rf,shap
51,0.03395641638320013,0.0910921037775218,0.002928865592972794,0.010156537457447429,0.020370170537093536,0.07185462695978102,0.0724589924324771,0.14635023817371792,rf,shap
52,0.036876298180959895,0.11566389504198207,0.003825033014739185,0.027096889166958613,0.01067851188436031,0.02518267298103413,0.054882311778835895,0.15723438522307848,rf,shap
53,0.04824461824385476,0.08934037712951787,0.003956454256455269,0.0064945579889849146,0.007625183103491329,0.2899132417392378,0.04104782795092985,0.04493465774996715,rf,shap
54,0.01867238750905121,0.03493478353974305,0.042233194891474424,0.0019104230467253624,0.011134570905755408,0.00986581266137666,0.05125484180667279,0.0985997017378719,rf,shap
55,0.014084831960565133,0.128393624573298,0.0039674464608167965,0.002752220133881542,0.03184643119858757,0.07964526721463866,0.00047566182307186977,0.15426308655327114,rf,shap
56,0.022843100779264817,0.20083190664184197,0.0036708683921711917,0.019221146929983196,0.018852781073079472,0.14134657878513548,0.009403178722144002,0.08703237389362418,rf,shap
57,0.02095748200764849,0.0256677850106219,0.015427780867845594,0.0026242485601968,0.0057531771351476794,0.099651970884638,0.035327835478424434,0.12041464096866669,rf,shap
58,0.011833896340101107,0.14861589141634338,0.007686885529965345,0.011622322589748008,0.0007221097279620665,0.03385827202197041,0.011837266517794355,0.07279079487135795,rf,shap
59,0.0008930449086992359,0.14340510518489377,0.01562668579970591,0.0002164456979382233,0.002189674462716398,0.06627694159059869,0.040247585040140324,0.07654713391674706,rf,shap
60,0.04284183048960203,0.07240108070010326,0.012146021220552413,0.012008170481526213,0.0025723609334243236,0.08131623608710464,0.10128686079458019,0.09602178720409955,rf,shap
61,0.017854751207225066,0.27083039636514356,0.01156166859915199,0.0003296879954097224,0.005962385602790043,0.0626833212696436,0.062215564087756435,0.06500676107392163,rf,shap
62,0.02046204634789755,0.13211562670278015,0.0048818979589074895,0.02060583968385544,0.0135013525301028,0.02467183564060447,0.07148472869500255,0.003701308728558277,rf,shap
63,0.008047226665355343,0.21841608278298566,0.013406770136375711,0.0175952665421052,0.045094978617316955,0.06496529726905559,0.048171264999228844,0.1318636830315469,rf,shap
64,0.03190117061026184,0.22161784608876342,0.002640459980143925,0.025753907826006762,0.011571246560735746,0.08253205656488734,0.04105802443375499,0.11283655365802009,rf,shap
65,0.022484081269735758,0.04624112117968698,0.01803736755027399,0.008692629265986728,0.019125969329698782,0.06116476345790632,0.05631915895448869,0.07756868303284473,rf,shap
66,0.02008698651040909,0.2838024131418555,0.0005286836002687073,0.0008352987532125192,0.0009491815232557216,0.05044783692846982,0.042820495687956685,0.06046724575978852,rf,shap
67,0.010691276618687776,0.263450372262302,0.0045524957857514614,0.02545360182129547,0.03394290176259108,0.0006108312572284205,0.006838437024030151,0.1221274949056209,rf,shap
68,0.0075870853168660745,0.25418691731092447,0.00263372141044329,0.0005213390792168375,0.0011316263182278696,0.09699666209845939,0.03535258508749796,0.06541343648174955,rf,shap
69,0.009679947597628705,0.1523001055302892,0.01160660398573842,0.03204903005459676,0.0008898541994914372,0.10884847949284726,0.001149436976726957,0.12969340458715806,rf,shap
70,0.008447824658711713,0.11380570634276842,0.017227831475974748,0.01191416069596604,0.001914869221962274,0.036819286972834285,0.09252838419535825,0.13531039840591397,rf,shap
71,0.026444764585631993,0.3011764029268217,0.012108177433907899,0.01521664913785091,0.04221968675870381,0.024854363112548655,0.002731442572696716,0.00011668243731669648,rf,shap
72,0.04311304636386673,0.1300079495873769,0.006564690129912774,0.0005886954809407837,0.005232651849586235,0.06947858148028307,0.11800437809218722,0.10469714105774397,rf,shap
73,0.03167760983508543,0.22234587992514193,0.0011785976715754443,0.02693313342534937,0.031666375369260216,0.029754135642867805,0.03477552264802364,0.15448658157323164,rf,shap
74,0.02397890481312575,0.03546430525605557,0.0008888977890672599,0.007178876692266514,0.0007336433651242167,0.08014720578192773,0.05008637984340491,0.09136462135951155,rf,shap
75,0.016268748145981136,0.2631780955301293,0.01472599092959554,0.0021256714590701955,0.0065026572162545605,0.0705910640919099,0.007152952542402379,0.06549258498219634,rf,shap
76,0.0260264878616668,0.1099912324179241,0.0051111250519171,0.01566966821904876,0.000791285462754411,0.20302415204505816,0.037463326646578546,0.05556435852606823,rf,shap
77,0.024960167296131822,0.17266644206726028,0.00032197778313287754,0.009792030848022945,0.021691524851245585,0.15903802570919934,0.038092129809420755,0.04721174725806822,rf,shap
78,0.030769905418002702,0.18182387925262702,0.00311360483710949,0.0012516298791913506,0.01613434658095591,0.09546892980010553,0.07301880607790756,0.12381659006254345,rf,shap
79,0.018837055779173287,0.32939806045205106,0.005845998071001699,0.022477184198963315,0.039246789750275596,0.020461986062434503,0.02210004519609227,0.08644375211674912,rf,shap
80,0.008002074855381073,0.2583847261162066,0.005935386861000482,0.021999918521496128,0.0034299030065785573,0.0977162565647456,0.03569717565385562,0.05615900908406791,rf,shap
81,0.006147597341338165,0.1468310488352366,0.016463197512932917,0.007488359829074312,0.0032112451421039525,0.0815052273727318,0.025023974161405383,0.06228748408173317,rf,shap
82,0.013412558249343414,0.2673240863924456,0.00648223704230984,0.001985166146687434,0.014404588583069443,0.06324791219324988,0.03285571206176669,0.04161424626773514,rf,shap
83,0.011692244586193855,0.26872240489024657,0.00522184543161317,0.0035677846255092413,0.0020645470563759073,0.06169670236631922,0.023496233386824928,0.009133602833518313,rf,shap
84,0.02404218217699462,0.08175359902353603,0.030572071784653,0.005497219178881397,0.0036968679766865025,0.09595172412883102,0.05056240568875142,0.11783557638723823,rf,shap
85,0.028171823690700842,0.09494983327682055,0.008910254588170984,0.009602790698324702,0.02249077542855494,0.06821473624134246,0.040345979044966056,0.06303033895025494,rf,shap
86,0.0096322914579792,0.24287360544984946,0.00407307745924199,0.009783664419693229,0.0014805524903673145,0.07571050069033144,0.030625562859786327,0.06650111593183253,rf,shap
87,0.02723319197047525,0.09156185308412666,0.032787253048055826,0.004455868577193365,0.008490914776596145,0.061285691597763974,0.05983823880767322,0.10405425457016913,rf,shap
88,0.017226255438653262,0.059360501901273885,0.014414463099208885,0.012889173779957042,0.006930784654017921,0.14437034216467484,0.022416745870637956,0.0848777767279866,rf,shap
89,0.008053361062083864,0.076153373077368,0.030919248963939272,0.001321562463052548,0.015580298995978495,0.11803134228890343,0.04327371289078137,0.06975435217585567,rf,shap
90,0.0069648386993801555,0.24782674903987617,0.0013857865598575876,0.02136926013746553,0.024132271131622186,0.060108214128614834,0.018868731645829504,0.04008539385068046,rf,shap
91,0.01626116014710439,0.058255521409318126,0.0051518991697563484,0.007015568101654965,0.0022081721687686436,0.1911784199483476,0.027749275074246526,0.0706734345530646,rf,shap
92,0.013133696736240425,0.06356977521067678,0.01623284652406557,0.008123801214549866,0.005519271089683616,0.09732956444746964,0.04536237548630653,0.13531923407203536,rf,shap
93,0.05188941640026868,0.10216628330978174,0.018624181205646885,0.004336414420183421,0.0031839914248193843,0.062016721174907925,0.005054802827533746,0.11052851170704561,rf,shap
94,0.01254731740484452,0.2106233905522917,0.0008268604835185813,0.002466811702664245,0.005383916484415479,0.16354738187355977,0.03452566012431677,0.03249338793288462,rf,shap
95,0.012595370906691907,0.2403385617738182,0.007939992900479932,0.008113432255831356,0.001402166975904656,0.04091361403488144,0.030779741240072555,0.054205810634630515,rf,shap
96,0.015541418395236163,0.0714563471250309,0.0021571638578994023,0.013524856200906795,0.019887984489696756,0.08197279986813766,0.05243138412470137,0.12232229128932766,rf,shap
97,0.0172212762100133,0.24284109204442095,0.002019944189780112,0.005023218665410931,0.004857326250887134,0.06754793204519494,0.0056607588440049025,0.09065716590001265,rf,shap
98,0.034571110600585785,0.076249224594968,0.007188306220958864,0.005222395420822799,0.005229513714335316,0.3131969210573342,0.03329109674600466,0.0676691525010327,rf,shap
99,0.011469434515413662,0.2216619607558666,0.003980789269154177,0.00797981055752464,0.010924986496047619,0.07641058175312042,0.01952375721877891,0.07373093423610565,rf,shap
100,0.03770531755844923,0.1124641477620643,0.0010951327269765234,9.92993399421549e-05,0.002428448349828206,0.04750940802049686,0.0076558467267255495,0.11661193106182736,mlp,shap
101,0.021256557474515585,0.08589212208413936,0.02025834415418558,0.0009166442912109662,0.008719014492603983,0.031048605504940697,0.04469063697117117,0.09296696572007863,mlp,shap
102,0.023651165396219274,0.08943054394130465,0.0035504183742339768,0.002217299501951562,0.01567893902177103,0.04435163910287208,0.032533566102980846,0.08706312630250769,mlp,shap
103,0.06004215276417401,0.07176063069644906,0.012933503078405371,0.006470648486968849,0.0004564287623251553,0.137007230991074,0.08215318072545168,0.04750566754938057,mlp,shap
104,0.043226967531919715,0.08047435276844898,0.05096905819033835,0.026126193333289402,0.004991069401562576,0.04467779540016612,0.037345542573541814,0.1366948811434958,mlp,shap
105,0.027164131972232625,0.09335719479502254,0.008566353366681165,0.012597325370687433,0.007636299610816768,0.09048631045031016,0.0009108103500945208,0.14549835081953055,mlp,shap
106,0.021819164766256467,0.114903269033178,0.006560193745525914,0.008338063153201937,0.001129725202862808,0.12009529430327803,0.016125687637054117,0.039928777778149994,mlp,shap
107,0.037252759246619416,0.028318849794304803,0.2679147255605603,0.039772457804698715,0.036378387468919166,0.07844686691152158,0.01905026861857699,0.10256295949343995,mlp,shap
108,0.0015653255755125994,0.19113336544312534,0.01617260018526024,0.013873628203106036,0.020453804512150793,0.027980690480968635,0.0002280942220182769,0.08248418393936469,mlp,shap
109,0.030355143077240833,0.14289575955910852,0.03368553214819152,0.022168456282332098,0.0034203918636078745,0.03723537494145266,0.007497266166941679,0.11757430536576015,mlp,shap
110,0.06955337588060537,0.06377968078269866,0.006025249423810677,0.005195119025157988,0.009752278702748954,0.10160106699250607,0.03721507639701889,0.07400759458970906,mlp,shap
111,0.02340657983351265,0.33643587351105614,0.09482352269439645,0.005143958949047067,0.006440996961910357,0.05434314114581052,0.030315697081633276,0.12345591480321966,mlp,shap
112,0.02759646643251898,0.1507699422395356,0.014747852720343726,0.012068864331963492,0.027223799078620752,0.03678541485035074,0.017417171551591587,0.008695431715649906,mlp,shap
113,0.0256032422561452,0.11309869810398326,0.004761196431415628,0.006314726286136109,0.007593008174411632,0.021695211551753416,0.03204981164911888,0.0801136006896467,mlp,shap
114,0.01906186497014676,0.13915736386058736,0.010516761424616355,0.000865513430534494,0.0017803972827850623,0.06630445174502292,0.026600306384955873,0.05373919097078761,mlp,shap
115,0.04525151990332527,0.02277662921247219,0.008707006210311383,0.007969477891225027,0.03258197914385592,0.0008937214174166985,0.025833496228249268,0.01903889230939174,mlp,shap
116,0.007833321710258084,0.18280569656227358,0.004042705660168352,0.0006942857327857895,0.006543835869135123,0.0667297805488396,0.01873566837366774,0.019161043794593803,mlp,shap
117,0.011708828327437967,0.13872279980499938,0.0006295790267171752,0.0024835192322984444,0.005783995913725342,0.03730655974575125,0.008721786267297171,0.05435273469561826,mlp,shap
118,0.005579913692823885,0.4438247879210845,0.22570686673509266,0.0054311415411751884,0.023561857628207863,0.053025661479617694,0.0261620818957754,0.04653340741858357,mlp,shap
119,0.039727936832640205,0.21340264085864238,0.031573976371515065,0.010637086600306789,0.0011938518022758249,0.32993001822020557,0.007571082298685396,0.052143120806910005,mlp,shap
120,0.023828987312222435,0.08699754009529807,0.0005501699805223782,0.00873311684497928,0.007241478420724267,0.07483862667515752,0.025937192614222834,0.128573643266651,mlp,shap
121,0.030792382137678282,0.13947085962127867,0.0032241481098460923,0.004018387498790549,0.005491822667063799,0.008462570521214345,0.004983154360740294,0.015445421192695048,mlp,shap
122,0.09242370323251682,0.08297723132219921,0.018747597446842963,0.02385905464843687,0.011630333189962427,0.05518593943164484,0.027662986161154975,0.11881147369817727,mlp,shap
123,0.03037258749715961,0.12920455550953278,0.001868844038417139,0.0011058781572338987,0.0038875624553118683,0.0007539667452591009,0.01480055016650744,0.07625765102145927,mlp,shap
124,0.08695001914940056,0.03337347750578129,0.03872507573852478,0.00668086647254465,0.01614575077666844,0.06766434080290219,0.01318418618862777,0.0855394680570027,mlp,shap
125,0.01553145496454362,0.3910848064622388,0.04981210850764768,0.0031388744436258165,0.0037413656950604866,0.08630474167396697,0.005187027744846773,0.0679494036157711,mlp,shap
126,0.029438955317661535,0.07024030803596407,0.006451114700863549,0.002198202320690068,0.006662557184671477,0.14256850959119668,0.013379174307594234,0.02477082055098598,mlp,shap
127,0.024268698325872827,0.07962225791442477,0.0034129436619732296,0.00833966711536715,0.003590970723055087,0.13335177815734717,0.027263564740678824,0.023688594729180442,mlp,shap
128,0.01936901186703414,0.14772047064984015,0.08171294562389848,0.0010428499706620076,0.019055530576580954,0.1871443538043258,0.044668542439080854,0.0685266436285031,mlp,shap
129,0.00764258418155535,0.1357162217603945,0.0019071530882851379,0.007297713710693441,0.010508656138340868,0.03273445033409147,0.022541355310186507,0.06945613865780417,mlp,shap
130,0.021272179686866836,0.27019760660541253,0.010242254770087637,0.017811930458886738,0.004330222778033965,0.41965455557931053,0.01776391307430383,0.02400094800403684,mlp,shap
131,0.006613478166162278,0.17473211042538186,0.034102433493913266,0.009791036835747547,0.021843045917999633,0.1807645980780551,0.0007115672652200367,0.0528395207116174,mlp,shap
132,0.00890948096793011,0.44402998524655296,0.01558729446238086,0.020789067826974695,0.007903678002264963,0.10575512947357467,0.010191903799095292,0.013047133199629683,mlp,shap
133,0.02570459142149812,0.36734779557685876,0.22538000916123882,0.003811625504074878,0.025390573893111397,0.02392216554634116,0.02723874081647943,0.004568850281218757,mlp,shap
134,0.015534722680241574,0.07269879836871086,0.058498963499223115,0.026651144703146015,0.009630894272327883,0.15145869009328858,0.032564272984722094,0.09286854748621365,mlp,shap
135,0.0919878177296906,0.1750424467809401,0.027395885778032734,0.00892031690922446,0.009806720617397069,0.04248547612636568,0.062318645745398346,0.03504294925341228,mlp,shap
136,0.006060377915487636,0.4071904591770724,0.007636481309027323,0.13086209427541257,0.00578886315823866,0.03783932710860638,0.0135055281690121,0.08342929009548727,mlp,shap
137,0.06024691512301145,0.0818820228755557,0.008284946082483547,0.01582503800054906,0.002349708366610928,0.002243571176371257,0.02942727604984522,0.05405763581000257,mlp,shap
138,0.13804103553997313,0.01017958067766243,0.017361296383082536,0.005736189200265936,0.014779565872774498,0.09079286110656902,0.0022446511635242083,0.17607968244040428,mlp,shap
139,0.04139492659365052,0.1052747527256627,0.24826098678958236,0.0020546724095111884,0.029189860431248035,0.36394249433300685,0.0026668415209485374,0.038847608302746334,mlp,shap
140,0.0005404516233605827,0.14354234340126867,0.0013821981943143331,0.003794122730692024,0.002772182474279148,0.08072350438678624,0.008913580683811767,0.0211889477583321,mlp,shap
141,0.03388212544009242,0.030623264381518016,0.023336984125006396,0.018893495705453803,0.0008075726176392933,0.15462895415768474,0.0015056040235663962,0.06542704279045759,mlp,shap
142,0.016230946480533293,0.08078822716057157,0.01281789653359623,0.018483233819080565,0.010381557639027818,0.05933435274414156,0.0007974093247686276,0.09827560425884509,mlp,shap
143,0.09873969343211983,0.09142948468303363,0.004802555744933849,0.008400587574874215,0.002695121053511232,0.021768792352884814,0.010124078470445818,0.07128365295675185,mlp,shap
144,0.021533392820833976,0.10292617981756227,0.0038912008862505157,0.007157560830961919,0.00734450557300298,0.12973986766291468,0.03467693011591902,0.019899696693810424,mlp,shap
145,0.01581151909164512,0.20268096138094416,0.01675069990979885,0.0009197546186635597,0.035116977902511955,0.021584916762036617,0.026241233357326983,0.013404886231303226,mlp,shap
146,0.0016497682069454567,0.067433483771743,0.013804880263704968,0.031024858055876698,0.022603986539635607,0.0859315054463483,0.02587328794759268,0.13482632427354774,mlp,shap
147,0.013415257827330104,0.16281354712198462,0.011023764152189867,0.0024777911045488626,0.0011268561299265932,0.08279256257716594,0.004876072109932687,0.028009635496142528,mlp,shap
148,0.05109099794905321,0.05081989947129426,0.000771699782500166,0.018740232059308505,0.0055820913201002735,0.1404284370306121,0.03085542962630885,0.09894576876674548,mlp,shap
149,0.018857115633077053,0.32869565577425885,0.013062254472916595,0.0026140390868109042,0.021657963647300382,0.29467944978499366,0.011807100383739791,0.07407223182094008,mlp,shap
150,0.039686490814096864,0.2063834759325072,0.041580468610179756,0.009185157820910068,0.0316062277595267,0.1451213661466787,0.03919317680027274,0.09060518442776495,lr,lime
151,0.03916827967101283,0.20520206869886326,0.0400422552926134,0.010556165495924011,0.03170224395809039,0.1440569353596458,0.03837263580136844,0.0882518064391407,lr,lime
152,0.038535083317455816,0.20033269281156837,0.03963459380109706,0.008778466870606603,0.030315468679376675,0.14142960498156207,0.03831284599007705,0.08893391724961504,lr,lime
153,0.0408649860713999,0.20374377540495206,0.04151772645225727,0.01032176066079224,0.03249442351815042,0.14195753050510265,0.03779989555516543,0.0889985230429876,lr,lime
154,0.04078777433124393,0.20777296938406956,0.0407469824819593,0.010075521526497853,0.032597682094281176,0.14586602475476973,0.038466982692329045,0.09071425158182557,lr,lime
155,0.03989420360873629,0.2060640498698116,0.04189874901843244,0.00890947752485022,0.0318982644241615,0.14456184484152107,0.038560394317899024,0.08965290106565899,lr,lime
156,0.03991321991711162,0.18993299889518142,0.037860738427267344,0.011458745833864366,0.0299306110613618,0.13272344482872653,0.037292168558705374,0.08372633934277011,lr,lime
157,0.04020636323434508,0.20804798259678856,0.042163010117211484,0.00818795799266091,0.03099341735735044,0.14689078741078,0.0389610031959683,0.0917502562932052,lr,lime
158,0.03995437370134756,0.2074086884827904,0.04145692688614002,0.009861383602025518,0.033298298916259135,0.14468471711841643,0.03861625525465408,0.09268662837137157,lr,lime
159,0.040821215836524184,0.20702392470769085,0.04197698485387826,0.008725775477366818,0.032313786968604874,0.14461647080520684,0.040687038370588256,0.09089786067158641,lr,lime
160,0.039830467741738394,0.20527928485527647,0.04020077916683595,0.008760218866442382,0.032495690284990296,0.14396954279123864,0.038416746742130595,0.0901039750886817,lr,lime
161,0.03994049653635187,0.2069077718611716,0.04296796894793227,0.009474569923199384,0.03216839667065377,0.14603240729341413,0.03942674024269614,0.09099111469278774,lr,lime
162,0.040335594190105614,0.2067656838203962,0.04089088926136118,0.009677796889924392,0.032024244269265166,0.14653279206491365,0.03838954715092444,0.09131696814154945,lr,lime
163,0.040079530481966046,0.20709416786506163,0.040269405985678096,0.010902762237225175,0.03282781602257885,0.14517053276051747,0.039580444332783564,0.0884004341405187,lr,lime
164,0.039944187135507965,0.1995595076357557,0.038330619283363065,0.010089982471981184,0.029926223719195313,0.1398260731207798,0.039211241443286346,0.0883048257054717,lr,lime
165,0.041380026122721396,0.206475427330278,0.04168779903333206,0.008656014881342872,0.03258850563472754,0.14570084863350632,0.03901460717476932,0.08938310919404469,lr,lime
166,0.039215729139145325,0.20306389590921,0.040889855340345414,0.009618367893817354,0.03183685646612769,0.14301516369501185,0.03755672667742836,0.08758253131664898,lr,lime
167,0.03908151878123823,0.1977905778755782,0.03996938933456441,0.007969996112993531,0.030807421831017427,0.1396136862575521,0.03774066907020007,0.08771200491351026,lr,lime
168,0.03936190803077822,0.20867034994142836,0.0419661946909309,0.009424007309492277,0.03235903722406789,0.14612262667482637,0.039062515124221,0.08938040793915755,lr,lime
169,0.040911735161944865,0.2098382222931379,0.04187668017417259,0.009664318955100447,0.03331434652383797,0.1469825121875485,0.03968172350490408,0.09286342263855471,lr,lime
170,0.04059836835286534,0.2065159162188876,0.04128880135340182,0.00963415765713382,0.03231123652499164,0.14346112066358427,0.03903484046345105,0.09027533152376331,lr,lime
171,0.038542718462512476,0.20117787244218865,0.03939506242254717,0.008586194118424347,0.030548677638075648,0.14216286090009675,0.03695105321878502,0.08831276051204393,lr,lime
