,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
10,4.47037410736084,0.0,0.8686702251434326,1.1507552862167358,0.9777294397354126,0.12369407713413239,0.23626826703548431,3.2045464515686035,0.9724612832069397,0.6222425699234009,0.3323037624359131,0.041489798575639725,0.724236786365509,0.48349618911743164,0.47894248366355896,0.11087915301322937,0.05446753650903702,0.8753572702407837,0.24077506363391876,0.870728075504303,0.41543373465538025,1.8252201080322266,0.3655180335044861,0.31383970379829407,0.7359681725502014,0.3691248893737793,0.7210781574249268,0.7396352887153625,0.3929871916770935,0.5588486790657043,0.30687904357910156,0.001499722944572568,0.5962276458740234,0.7366753220558167
11,0.4019208252429962,0.0,0.8221551179885864,0.20973394811153412,0.9508633017539978,0.023298386484384537,0.5862123370170593,0.26143679022789,0.018041422590613365,0.023380734026432037,2.549978489696514e-05,0.9779226183891296,0.9300457835197449,0.4182191789150238,0.6137911081314087,0.012547981925308704,0.02699175290763378,0.508146345615387,0.2167162001132965,0.0034206181298941374,0.18572725355625153,0.008535968139767647,0.06781969219446182,0.39279162883758545,0.1964164525270462,0.11158495396375656,0.8605679273605347,0.9508010149002075,0.07698286324739456,0.4590485692024231,0.28774896264076233,0.000956889009103179,0.10453566908836365,0.0019477751338854432
12,2.967603921890259,0.0,1.4606820344924927,4.3664451368385926e-05,0.736889660358429,0.03442378342151642,0.3734525740146637,0.27862393856048584,0.14561055600643158,0.07527657598257065,0.13300183415412903,0.010566786862909794,0.24743035435676575,0.07344746589660645,0.2640798091888428,0.0383358933031559,0.013058160431683064,0.001976567320525646,0.009060801938176155,0.0014333657454699278,0.017312465235590935,0.028945056721568108,0.07285816967487335,0.057828597724437714,0.25989264249801636,0.0004847927193623036,0.6044711470603943,0.05176469311118126,0.42609015107154846,0.001952046644873917,0.2158663421869278,0.0018837478710338473,0.38260212540626526,0.0006166031234897673
13,0.3152740001678467,0.0,0.05554397031664848,0.2568390667438507,0.20849309861660004,0.6050685048103333,0.02879374474287033,0.13282738626003265,0.5112857818603516,0.028990548104047775,0.12201320379972458,0.04838000610470772,0.28589195013046265,0.8577211499214172,0.4143328368663788,0.7651790976524353,0.30613479018211365,0.021870769560337067,0.15492229163646698,0.028457561507821083,0.2739444971084595,0.24993008375167847,0.25036340951919556,0.5404108166694641,0.08682826906442642,0.059057969599962234,0.4879387319087982,0.025234920904040337,0.07227247208356857,0.41294559836387634,0.11246473342180252,0.4556668698787689,0.05786186456680298,0.5559290647506714
14,0.2729169428348541,0.0,0.6242676973342896,0.23783093690872192,0.1392286866903305,1.3259505033493042,0.058727312833070755,0.0013904058141633868,1.2990539073944092,0.006087245885282755,0.42883017659187317,0.017084846273064613,0.25450563430786133,0.21431168913841248,0.5420406460762024,0.07042058557271957,0.23401696979999542,0.016330629587173462,0.04386110231280327,0.01129322499036789,0.7389304637908936,0.2408900260925293,0.6217031478881836,0.04510469734668732,0.4417872130870819,0.02659168466925621,0.643501341342926,0.0033812576439231634,0.13553394377231598,0.7151448130607605,0.028156409040093422,0.20683909952640533,0.0008240414899773896,0.06470884382724762
15,0.21885493397712708,0.0,0.2898019552230835,0.005651281215250492,0.20207609236240387,0.05222256854176521,0.1287030726671219,0.004402178805321455,0.12025267630815506,0.018655503168702126,0.011073438450694084,0.007210384588688612,0.15155789256095886,0.10765598714351654,0.18967083096504211,0.07134131342172623,0.09780081361532211,0.003894863650202751,0.2221698760986328,0.026121674105525017,0.1599825620651245,0.0412338562309742,0.019512854516506195,0.057029351592063904,0.0927966833114624,0.1019519791007042,0.029184425249695778,0.06936819851398468,0.010493574663996696,0.16820505261421204,0.010220036841928959,0.03445478528738022,0.012109322473406792,0.1228073239326477
16,0.1584094911813736,0.0,0.23014076054096222,0.27994105219841003,0.07070519775152206,0.4160173535346985,0.039540018886327744,0.29369691014289856,0.10465767979621887,0.34338515996932983,0.4110698103904724,0.46173521876335144,0.2749682664871216,0.13300012052059174,0.05175789073109627,0.049155496060848236,0.02067132107913494,0.10035780072212219,0.6370482444763184,0.0009990036487579346,0.29280760884284973,0.010757108218967915,0.43606582283973694,0.05196858569979668,0.13098648190498352,0.4202192723751068,0.821067750453949,0.02616703324019909,0.04660540446639061,0.14358912408351898,0.009855065494775772,0.06577280908823013,0.12860345840454102,1.179499864578247
17,3.601658582687378,0.0,0.9082101583480835,1.0152841806411743,0.15858252346515656,3.220689535140991,0.4284917712211609,0.9000047445297241,0.9694918990135193,1.0494041442871094,1.1315410137176514,0.5149785876274109,0.39354538917541504,0.727209210395813,0.4326733648777008,0.31158673763275146,0.07032591104507446,0.33059021830558777,1.0684291124343872,0.3904065489768982,0.4163077175617218,0.27217525243759155,2.123518228530884,0.6474559903144836,0.3921637237071991,0.7279821634292603,1.3196192979812622,0.7238564491271973,0.8194913864135742,0.5312349200248718,0.10511879622936249,0.6527023315429688,0.6385485529899597,1.7244112491607666
18,0.23193621635437012,0.0,0.606782853603363,0.021847672760486603,0.3292279839515686,0.36876219511032104,0.0033842569682747126,0.07278577238321304,1.150957703590393,0.1108313724398613,0.23181666433811188,0.12490679323673248,0.30303362011909485,0.11698884516954422,0.47510623931884766,0.09539348632097244,0.1042688861489296,0.022078564390540123,0.017202390357851982,0.1852027028799057,0.45811727643013,0.08814691752195358,0.5288278460502625,0.025485357269644737,0.38311970233917236,0.8006885647773743,0.3775554597377777,0.06290805339813232,0.05958619341254234,0.21783575415611267,0.027015602216124535,0.17257048189640045,0.023513251915574074,0.004833992104977369
19,0.5009986758232117,0.0,0.6097311973571777,0.509572446346283,2.3930821418762207,0.0033319639042019844,0.5354505181312561,3.2063632011413574,0.07771909236907959,0.034873608499765396,0.05672641471028328,0.01806948147714138,1.0584152936935425,0.32070204615592957,0.6204604506492615,0.4146163761615753,0.004697255790233612,0.12110982090234756,0.03225236013531685,0.057187002152204514,0.09019920229911804,0.36750444769859314,0.3888833224773407,0.37913650274276733,0.029286131262779236,0.09070345759391785,0.04482976719737053,0.646655797958374,0.12926560640335083,0.045333996415138245,0.8854142427444458,0.53355872631073,0.08217515796422958,0.633220911026001
20,0.19415214657783508,0.0,0.11582982540130615,0.0888672024011612,0.07213188707828522,0.08869877457618713,0.05225888267159462,0.023495126515626907,0.17873899638652802,0.047567032277584076,0.020832747220993042,0.020334875211119652,0.07387395203113556,0.0076716020703315735,0.14126785099506378,0.011642158031463623,0.06726626306772232,0.004114899784326553,0.08696243166923523,0.015952439978718758,0.14575164020061493,0.0031397046986967325,0.04321474954485893,0.050960421562194824,0.20858727395534515,0.18088708817958832,0.017728254199028015,0.07728487998247147,0.00033458799589425325,0.09672434628009796,0.0619661882519722,0.0261105764657259,0.008634591475129128,0.009218113496899605
21,5.327441215515137,0.0,2.937372922897339,0.0004337914288043976,1.712802529335022,0.1695101410150528,0.7214645147323608,0.40299585461616516,0.6764487028121948,1.6284730434417725,0.7344328165054321,0.665447473526001,0.6454363465309143,0.044335756450891495,0.26062577962875366,0.015137452632188797,0.15539246797561646,0.3271259367465973,1.4099458456039429,0.6390790343284607,0.21379533410072327,0.028799036517739296,0.13657541573047638,0.06588607281446457,1.5680971145629883,1.275639295578003,4.513981819152832,0.20602597296237946,1.5072063207626343,0.23488157987594604,0.37124478816986084,0.002384251682087779,0.7835405468940735,0.0030066659674048424
22,2.741286039352417,0.0,3.655742645263672,0.46384772658348083,0.27971187233924866,0.6618348360061646,0.4565962553024292,0.235043004155159,0.3003104031085968,0.22965846955776215,0.3615025579929352,0.4551910161972046,0.389835923910141,0.9138048887252808,0.28742748498916626,0.006486918777227402,0.06939412653446198,0.3931806683540344,0.0899379625916481,0.0018646162934601307,0.059301309287548065,0.021418463438749313,0.11701171845197678,1.131563425064087,1.388118863105774,0.11354522407054901,0.5458197593688965,0.49069875478744507,1.5309653282165527,0.10694403946399689,0.5480230450630188,1.2213984727859497,0.3585711717605591,0.00057916872901842
23,0.2824619710445404,0.0,0.004876981023699045,0.06686318665742874,0.09717776626348495,0.1698407083749771,0.02937929332256317,0.05663423240184784,0.1518087238073349,0.1981455534696579,0.11202744394540787,0.033051494508981705,0.10045084357261658,0.5301615595817566,0.373470664024353,1.1565858125686646,0.20825760066509247,0.06223414093255997,0.11917219310998917,0.040148891508579254,0.12268657982349396,0.010139299556612968,0.16471965610980988,0.18719574809074402,0.2751748561859131,0.04951570928096771,0.05892933905124664,0.011422793380916119,0.1514553725719452,0.13577939569950104,0.0010410245740786195,0.026083843782544136,0.259015291929245,0.4149712324142456
24,0.47609153389930725,0.0,0.7381491661071777,0.11146076768636703,0.35562440752983093,0.10712509602308273,0.1494290977716446,0.13129864633083344,0.5049490332603455,0.22498580813407898,0.33632513880729675,0.2751130163669586,0.2130553126335144,0.3099212050437927,0.2753027081489563,0.8542575836181641,0.16313248872756958,0.3327547013759613,0.002622205764055252,0.4714733064174652,0.021577009931206703,0.50541752576828,0.022781793028116226,0.23296841979026794,0.23163026571273804,0.2955700755119324,0.5803616046905518,0.33138197660446167,0.23260721564292908,0.6407470703125,0.11599016189575195,0.14887602627277374,0.3691280782222748,1.356357216835022
25,0.183420330286026,0.0,0.39462289214134216,0.23072731494903564,0.026018783450126648,1.8509340286254883,0.014925061725080013,0.22069746255874634,0.7600027322769165,0.06385763734579086,0.3246733844280243,0.19850987195968628,0.13058747351169586,0.5729598999023438,0.4083423316478729,0.2795555591583252,0.2161724865436554,0.24455367028713226,0.08872167766094208,0.632205069065094,0.5289159417152405,0.13291291892528534,0.42446696758270264,0.19257965683937073,0.2077573835849762,0.7142932415008545,0.409854918718338,0.41879525780677795,0.04097287729382515,0.9981364607810974,0.02084975875914097,0.4084201157093048,0.08253321051597595,0.329444020986557
26,0.5625046491622925,0.0,1.998401165008545,0.2497536689043045,1.4143174886703491,0.003357335925102234,0.3816862106323242,0.48985564708709717,0.07934683561325073,0.015496908687055111,0.24955599009990692,0.04405222833156586,0.25702643394470215,0.1889471560716629,0.16892702877521515,0.01597096584737301,0.11700806766748428,0.002826149109750986,0.17990842461585999,0.009075209498405457,0.11007203906774521,0.009787998162209988,0.09973806142807007,0.0682789757847786,0.20542635023593903,0.16223318874835968,0.5105899572372437,0.012171300128102303,0.48324117064476013,0.0011954024666920304,0.3063640594482422,0.09655620902776718,0.5363374948501587,0.27881693840026855
27,0.38217398524284363,0.0,1.7126870155334473,0.07284127920866013,0.9176904559135437,0.08419152349233627,0.45236915349960327,0.2049570083618164,0.061365995556116104,0.3868905007839203,0.3317749500274658,0.5940259695053101,0.3552956283092499,0.04284534975886345,0.5256034135818481,0.287076860666275,0.3536255955696106,0.12434650212526321,0.09226274490356445,0.14193427562713623,0.22135373950004578,0.011296327225863934,0.033795736730098724,0.05796198546886444,0.25505930185317993,0.03066234476864338,0.5667896270751953,0.024762598797678947,0.1901397854089737,0.025898128747940063,0.09882030636072159,0.1461350917816162,0.36293479800224304,1.023108720779419
28,0.4661731421947479,0.0,2.879561424255371,0.10017113387584686,1.7081234455108643,0.44498640298843384,0.005032359156757593,0.6692821979522705,0.1809832602739334,0.02914300002157688,0.07444775849580765,0.05012206733226776,0.04524150490760803,0.009334861300885677,0.20226526260375977,0.01769983395934105,0.03180525451898575,0.16146154701709747,0.02239898592233658,0.025445224717259407,0.05891343951225281,0.04387613385915756,0.5008760094642639,0.34403783082962036,0.46323728561401367,0.16130022704601288,0.11715073883533478,0.43492403626441956,0.5217068195343018,0.11084547638893127,0.27615606784820557,1.03596031665802,0.134965181350708,0.06378127634525299
29,0.2848384380340576,0.0,0.4030875265598297,0.0019758972339332104,0.0007364660268649459,0.2040545642375946,0.12328323721885681,0.5840983986854553,0.5873779058456421,0.0019740108400583267,0.002605629852041602,0.01049797236919403,0.31967148184776306,5.6333203247049823e-05,0.26237913966178894,0.004412527196109295,0.04827868938446045,0.09690731763839722,0.11172492057085037,0.12827371060848236,0.20286230742931366,0.1445801705121994,0.04360448569059372,0.004186856094747782,0.2586152255535126,0.018595505505800247,0.16285227239131927,0.027366619557142258,0.028428776189684868,0.10196781903505325,0.16296471655368805,0.09851088374853134,0.18119944632053375,0.031004704535007477
30,0.2074454128742218,0.0,0.22728170454502106,0.07040075212717056,0.00914397370070219,0.19625213742256165,0.0005281982594169676,0.011912822723388672,0.05180780589580536,0.10384847223758698,0.012745088897645473,0.01212626788765192,0.025926129892468452,0.10582449287176132,0.18047186732292175,0.07214731723070145,0.008579490706324577,0.03509842976927757,0.02424856834113598,0.0277098435908556,0.1022559404373169,0.010848594829440117,0.09871897846460342,0.012863301672041416,0.005372622981667519,0.15428312122821808,0.013277332298457623,0.034591194242239,0.0007967212586663663,0.021904660388827324,0.027144864201545715,0.07426103204488754,0.00462430389598012,0.00989055261015892
31,0.2406938523054123,0.0,0.37829291820526123,0.06887872517108917,0.026699304580688477,0.5095663070678711,0.0053099533542990685,0.04891412705183029,0.6943696141242981,7.396800356218591e-05,0.25473088026046753,0.032254658639431,0.058879394084215164,0.020761964842677116,0.24198925495147705,0.03627227619290352,0.08084623515605927,0.011979354545474052,0.11075641959905624,0.05707801133394241,0.35029175877571106,0.03919266536831856,0.2872845530509949,0.002395886229351163,0.27512386441230774,0.06327420473098755,0.3138037323951721,0.041895829141139984,0.1993761658668518,0.29653745889663696,0.03825866058468819,0.0006260466761887074,0.008939445950090885,0.021235227584838867
32,0.23483802378177643,0.0,0.31387653946876526,0.033751629292964935,0.30378079414367676,0.0718584954738617,0.12216676771640778,0.0005536831449717283,0.46576693654060364,0.040438514202833176,0.014123162254691124,0.05301865562796593,0.15373630821704865,0.04008541628718376,0.16322267055511475,0.028383955359458923,0.09281575679779053,0.0005717567983083427,0.11663705110549927,0.0048606242053210735,0.1218748614192009,0.02680804207921028,0.06118521839380264,0.0006351905758492649,0.08680298179388046,0.005764523521065712,0.017847904935479164,0.012802502140402794,0.005645470693707466,0.029673216864466667,0.046510715037584305,0.00043356974492780864,0.0028459480963647366,0.0009894580580294132
33,0.2483532875776291,0.0,0.34864550828933716,0.027553845196962357,0.0914187803864479,0.2925266623497009,0.0024592627305537462,0.05201185867190361,0.8122240900993347,0.007207054179161787,0.2333291471004486,0.04900794103741646,0.15097427368164062,0.08241771161556244,0.49450019001960754,0.13209456205368042,0.11553050577640533,0.013286429457366467,0.04151487722992897,0.019915428012609482,0.7220598459243774,0.06118832901120186,0.5502515435218811,0.013018636964261532,0.29716476798057556,0.10023649036884308,0.5456311106681824,0.028908977285027504,0.11260142922401428,0.12368068844079971,0.02084398828446865,0.10506443679332733,0.007182266563177109,0.20579445362091064
34,0.15343229472637177,0.0,0.22835201025009155,0.3197489380836487,0.03276628255844116,0.4613085389137268,0.01126907579600811,0.25967881083488464,0.12720181047916412,0.24466636776924133,0.5352479219436646,0.37470927834510803,0.09899628162384033,0.23675133287906647,0.06830593198537827,0.056264348328113556,0.1348637342453003,0.03466314077377319,0.3000115156173706,0.015927307307720184,0.21314159035682678,0.001854384783655405,0.3831043839454651,0.08299020677804947,0.051467038691043854,0.3211638331413269,0.45898592472076416,0.1155230700969696,0.002659980673342943,0.05260508134961128,0.0011293472489342093,0.011658173985779285,0.029036706313490868,0.17961405217647552
35,0.26562005281448364,0.0,1.5762155055999756,0.2532542645931244,2.2378249168395996,1.149253249168396,1.1279724836349487,1.6164891719818115,0.04898475483059883,0.4394961893558502,0.5385186076164246,0.6155217289924622,0.5960835814476013,0.8410779237747192,1.1401253938674927,1.532146692276001,0.31356048583984375,0.3488737940788269,0.17534734308719635,0.3678298890590668,0.35073694586753845,0.17760448157787323,0.021961793303489685,0.3913222849369049,1.0087217092514038,0.22197549045085907,0.3979160487651825,0.44784700870513916,1.5188663005828857,0.1634591519832611,0.31118249893188477,0.3198886811733246,1.3983317613601685,1.4493939876556396
36,0.41894280910491943,0.0,0.6403421759605408,0.12342820316553116,0.18882781267166138,0.10528618842363358,0.10272077471017838,0.06620796769857407,0.051542818546295166,0.8951913714408875,0.22612737119197845,0.09969118237495422,0.1613488644361496,0.008794745430350304,0.22111549973487854,0.8835214376449585,0.08868961781263351,0.11000824719667435,0.00600389065220952,0.060387447476387024,0.01508707832545042,0.281671404838562,0.00807277299463749,0.0713035985827446,0.1941370666027069,0.23363953828811646,0.3517161011695862,0.058716773986816406,0.2026558667421341,0.6188986897468567,0.0918068140745163,0.15475581586360931,0.16276779770851135,1.1244909763336182
37,0.2573307156562805,0.0,0.6633639335632324,0.1611969918012619,0.3525695502758026,0.6981679797172546,0.034258097410202026,0.1756487786769867,1.2441530227661133,0.11933432519435883,0.2898380756378174,0.13648679852485657,0.3515508472919464,0.21925236284732819,0.5095347762107849,0.09633009880781174,0.1737130731344223,0.02652101218700409,0.09081689268350601,0.5649171471595764,0.4840015172958374,0.1669154316186905,0.6290497779846191,0.1460167020559311,0.37327536940574646,0.39244315028190613,0.5749978423118591,0.18455243110656738,0.130143404006958,0.9501984119415283,0.04211834818124771,0.6110972762107849,0.03280248865485191,0.08341163396835327
38,0.2873271703720093,0.0,1.163960337638855,0.5423092842102051,0.34420591592788696,0.11913638561964035,0.1660671979188919,0.5035738945007324,0.1260209083557129,0.27905020117759705,0.5476120114326477,0.10878536850214005,0.18305709958076477,0.03327816352248192,0.2568495571613312,0.0757385715842247,0.2726386487483978,0.003377048298716545,0.01566852070391178,0.7500205039978027,0.13112758100032806,0.033051349222660065,0.233561709523201,0.017217382788658142,0.19784149527549744,0.07472776621580124,1.3219627141952515,0.10347644239664078,0.2680245339870453,0.024141550064086914,0.026622498407959938,0.00017300414037890732,0.3146023154258728,0.0018750522285699844
39,0.11917514353990555,0.0,0.27664968371391296,0.36010298132896423,0.08672033995389938,0.6184250116348267,0.003810143331065774,0.3670042157173157,0.040310829877853394,0.24151058495044708,0.48652562499046326,0.5548524856567383,0.2003737986087799,0.277258038520813,0.0029486198909580708,0.17986315488815308,0.14274269342422485,0.051488246768713,0.5759993195533752,0.01066924724727869,0.4446111023426056,0.029876457527279854,0.5004965662956238,0.06949767470359802,0.11354360729455948,0.4703434705734253,0.5332357883453369,0.0893501564860344,0.01647733896970749,0.18124106526374817,0.0030753002502024174,0.0693054348230362,0.18151113390922546,0.6211889386177063
40,0.14413076639175415,0.0,0.2331111580133438,0.1716078817844391,0.13696689903736115,0.2274502068758011,0.01641356758773327,0.31871750950813293,0.0021456493996083736,0.007311195135116577,0.10761595517396927,0.37081393599510193,0.028971532359719276,0.2414473295211792,0.11234043538570404,0.01034525316208601,0.014267261140048504,0.14958135783672333,0.28189516067504883,0.08880721777677536,0.19167634844779968,0.06251486390829086,0.47331440448760986,0.03554851934313774,0.321916788816452,0.04601389914751053,1.0494699478149414,0.002722229342907667,0.2459789663553238,0.010063165798783302,0.14741109311580658,0.018277257680892944,0.13981471955776215,0.597853422164917
41,0.2104201465845108,0.0,0.1123277097940445,0.019651591777801514,0.04314802959561348,0.1804748773574829,0.06766799092292786,0.029247531667351723,0.39914295077323914,0.057516876608133316,0.01606384478509426,0.021540462970733643,0.10552474856376648,0.00047549596638418734,0.12954774498939514,0.008893750607967377,0.07148195058107376,0.006538208574056625,0.07401606440544128,0.0011585499159991741,0.17341002821922302,0.004774153232574463,0.01069522276520729,0.033410001546144485,0.11121654510498047,0.05990535765886307,0.03029407560825348,0.0026336514856666327,0.022006452083587646,0.1334427446126938,0.06987524032592773,0.05302153155207634,0.003128345822915435,0.00902789831161499
42,0.32624056935310364,0.0,0.8142188191413879,0.13459813594818115,0.36185845732688904,0.3014330267906189,0.14661569893360138,0.8485717177391052,0.5745901465415955,0.843311607837677,0.5443745255470276,0.05106249824166298,0.33149436116218567,0.04413508251309395,1.1021864414215088,0.0853043794631958,0.05775606259703636,0.08001163601875305,0.10553673654794693,0.21871723234653473,0.19546948373317719,0.5066734552383423,0.07009293138980865,0.2051991969347,0.0806584507226944,0.0619567334651947,0.12860555946826935,0.023785099387168884,0.054226476699113846,0.12057191133499146,0.03062591142952442,0.04238220304250717,0.19719713926315308,0.4145596921443939
43,0.5836530923843384,0.0,2.0393247604370117,0.007740127854049206,1.5133259296417236,0.0554107129573822,0.47756731510162354,0.8914084434509277,0.04549194499850273,0.10433303564786911,0.22553229331970215,0.08173591643571854,0.39810073375701904,0.08426874130964279,0.23131239414215088,0.03060823306441307,0.08550086617469788,0.011582228355109692,0.19485695660114288,0.002077390905469656,0.13980698585510254,0.0037560139317065477,0.12997783720493317,0.05871839076280594,0.21076107025146484,0.029704932123422623,1.1774829626083374,0.16131675243377686,0.46002107858657837,0.000774489832110703,0.37876418232917786,0.0020377703476697206,0.6150129437446594,0.29013413190841675
44,0.14956915378570557,0.0,0.3145655691623688,0.4744057357311249,0.1824556589126587,0.1560755968093872,0.03613150119781494,0.36602315306663513,0.1321192979812622,0.32915857434272766,0.5058450698852539,0.3519721031188965,0.15315386652946472,0.1867806315422058,0.05303012952208519,0.08840644359588623,0.04430825635790825,0.021720033138990402,0.3047768473625183,0.005018631462007761,0.0742080882191658,0.02414158545434475,0.2549261152744293,0.0011740142945200205,0.01877063512802124,0.04001603648066521,0.5179792046546936,0.005311581771820784,0.02610184997320175,0.003759893588721752,0.018987927585840225,0.007289805915206671,0.1258193701505661,0.02655019238591194
