,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
0,0.13472986221313477,0.05126968026161194,0.08574435859918594,0.2379685640335083,0.029759304597973824,0.020910659804940224,0.044918179512023926,0.1192135363817215,0.10109460353851318,0.010524710640311241,0.018849050626158714,0.015283887274563313,0.13202324509620667,0.06673354655504227,0.004438670817762613,0.19602246582508087,0.005020883399993181,0.005671881139278412,0.17341241240501404,0.009526554495096207,0.07586479932069778,0.10656920820474625,0.17556048929691315,0.19488410651683807,0.28813719749450684,0.01678762026131153,0.0017035112250596285,0.10578503459692001,0.13439060747623444,0.08673907816410065
1,0.5653760433197021,0.3339795768260956,0.60577791929245,0.7558020949363708,0.11154726892709732,0.0010858351597562432,0.16933107376098633,0.7521213293075562,0.007467243820428848,0.46811771392822266,0.5439473390579224,0.45291709899902344,0.23903332650661469,0.8132063746452332,0.04084385186433792,0.31847602128982544,0.1238437294960022,0.018237270414829254,0.13266922533512115,0.3740118145942688,1.021386981010437,0.23012706637382507,0.5071879625320435,2.088287115097046,0.5776492953300476,0.0248939897865057,0.005815455690026283,0.9618940949440002,0.78081876039505,0.29655128717422485
2,0.16659747064113617,0.04670006036758423,0.2009451985359192,0.18778574466705322,0.2134084552526474,0.10349658131599426,0.5358074903488159,0.8631885051727295,0.04870142042636871,0.266530841588974,0.16035307943820953,0.39350804686546326,0.04172387346625328,0.12724389135837555,0.004041279666125774,0.42217639088630676,0.047531578689813614,0.0020216871052980423,0.24191363155841827,0.23218649625778198,0.4333838224411011,0.11831739544868469,0.2295115441083908,0.6246827840805054,1.2174018621444702,0.015285351313650608,0.6831943392753601,0.6502671241760254,0.10308416932821274,0.07440395653247833
3,0.11633479595184326,0.08072951436042786,0.08722203969955444,0.19047166407108307,0.023642726242542267,0.11679178476333618,0.033652354031801224,0.13597647845745087,0.005629774648696184,0.04531781002879143,0.5080439448356628,0.030150901526212692,0.1677428036928177,0.12136844545602798,0.11393345892429352,0.13105732202529907,0.008828148245811462,0.0006029846263118088,0.05269720032811165,0.0014271470718085766,0.1806820183992386,0.19442099332809448,0.25879961252212524,0.17049793899059296,0.1623574048280716,0.016372689977288246,0.031785983592271805,0.22779810428619385,0.16213929653167725,0.13647975027561188
4,0.19793882966041565,0.18584950268268585,0.14393585920333862,0.23894163966178894,0.019370604306459427,0.04252825304865837,0.06323043256998062,0.14704583585262299,0.00883958488702774,0.04848640412092209,0.29322272539138794,0.07657662034034729,0.3225252628326416,0.09764853119850159,0.17927029728889465,0.2873641550540924,0.012108808383345604,0.0029996992088854313,0.08098700642585754,0.0012492601526901126,0.21660082042217255,0.42119988799095154,0.4035058617591858,0.16576780378818512,0.028907010331749916,0.034228526055812836,0.08019112050533295,0.23194842040538788,0.24005676805973053,0.02418375387787819
5,0.5785996913909912,0.6231077909469604,1.051585078239441,1.1642011404037476,0.07335865497589111,0.6441479921340942,2.710606813430786,2.8851425647735596,0.046434078365564346,0.24112416803836823,0.6364992260932922,0.2106766700744629,0.19724446535110474,0.48573535680770874,0.012645994313061237,0.6274038553237915,0.4563443958759308,0.01647324115037918,0.007201380096375942,0.16043391823768616,1.496864676475525,2.290012836456299,1.3509984016418457,1.8200188875198364,1.6625571250915527,0.20688442885875702,3.1503522396087646,2.596518039703369,2.541588068008423,0.7017470598220825
6,0.6949410438537598,0.23592938482761383,1.2008126974105835,1.4214285612106323,0.010542823001742363,0.43654897809028625,1.524895191192627,2.680354595184326,0.0020408753771334887,0.03938467055559158,0.9977017045021057,0.26099827885627747,0.18558695912361145,0.9384546875953674,0.04376818239688873,0.03801523521542549,0.04037943854928017,0.015074149705469608,0.029108667746186256,0.0007666423334740102,1.5978773832321167,0.04838113859295845,1.372944712638855,2.594054937362671,0.08723320066928864,0.03600640967488289,1.0562894344329834,2.0896670818328857,0.2792855501174927,0.031195804476737976
7,0.4724988043308258,0.9506844282150269,0.6100090742111206,0.7300191521644592,0.001546761253848672,0.031083816662430763,0.14885735511779785,1.1588234901428223,0.04590490832924843,0.020661791786551476,0.6926029324531555,0.14556947350502014,0.3363504409790039,0.2931951582431793,0.04497234523296356,0.17611822485923767,0.01318149920552969,0.025351500138640404,0.07736635208129883,0.0027851222548633814,0.6472991108894348,1.710925817489624,0.6670330762863159,1.060420274734497,0.45565226674079895,0.06893596053123474,0.17031943798065186,0.7511460185050964,0.382729172706604,0.13541516661643982
8,0.11355644464492798,0.6185722351074219,0.14854608476161957,0.400989294052124,0.11511265486478806,0.27167975902557373,0.4431920349597931,0.921158492565155,0.03648856282234192,0.14997585117816925,0.6061972975730896,0.0497501976788044,0.4715990722179413,0.3487785756587982,0.003584227291867137,0.6371566653251648,0.0057360269129276276,0.0841524675488472,0.06547949463129044,0.03937135636806488,0.14491599798202515,0.7665523290634155,0.3968426287174225,0.8273156881332397,2.1112895011901855,0.3811761736869812,1.9655232429504395,1.8048217296600342,2.3380308151245117,0.6812053918838501
9,0.011803480796515942,0.24682806432247162,0.0010673487558960915,0.06372462958097458,0.11504840850830078,0.5454729199409485,0.2408888339996338,0.2755209505558014,0.007515438832342625,0.12837478518486023,0.7927393317222595,0.03800066187977791,0.6368932127952576,0.16312099993228912,0.27316805720329285,0.422638475894928,0.023440903052687645,0.1344338357448578,0.49257609248161316,0.0866258293390274,0.03482624515891075,0.3884681761264801,0.08450506627559662,0.11609801650047302,0.6527771949768066,0.08789975941181183,0.16117596626281738,0.36455971002578735,0.12703315913677216,0.14075589179992676
