,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,model,explainer
0,0.5920435374568298,0.0,0.31426643806329474,0.24991587364153162,0.1837635212195826,0.25382146371331193,0.4486754693739809,0.5646080012618846,0.6634288877708897,0.07500152127358752,0.19768017796756646,0.09161839642318918,0.0,0.04756657332852392,0.4511076247681255,0.24990727254062342,0.04645509969090358,0.05200698571843763,0.8471457526812919,0.003681258841522664,0.0,0.3328737095676077,0.0,0.11459564774155932,0.6227497506684727,0.002981856519538556,0.9248251149310794,0.0,0.14542915179875254,0.274523954329716,0.13959687640547697,0.0,0.06039446333463545,0.0825324711509952,lr,shap
1,0.5920435374568298,0.0,0.27907751707040374,0.13042129339939765,0.1547409401492847,0.3209642643209039,0.4360439762781665,0.3338005475768988,0.5884719008232175,0.05727647825211964,0.09861808667483578,0.087417742417698,0.0,0.009812849803075896,0.3550383963809463,0.0994111225691504,0.022542230593646174,0.0509126704396972,0.3815717160780441,0.00595080349506882,0.0,0.08816577687110407,0.0,0.004221552002055452,0.333947581661883,0.0018150571531938746,0.29052965892629407,0.0,0.22319260954877562,0.08253016228875759,0.3460634518159658,0.0,0.2835378025807906,0.11962132708802095,lr,shap
2,0.5920435374568298,0.0,0.40284551590175605,0.45731207642561517,0.027511054881545333,0.9119646448586126,0.39346364358998837,1.3594750246391014,0.761245377731655,0.17932901817072505,0.3700833244530033,0.17510337687535593,0.0,0.10736930644880362,0.7851834119570178,0.18512344338671127,0.06867171049068006,0.08837532053061653,1.0967116336212825,0.02335639717591811,0.0,1.5714213226169802,0.0,0.28831538524933564,0.1836014862930741,0.03508547096657892,0.09975038056295278,0.0,0.2282619270857433,0.5334145380225763,0.48667818371349536,0.0,0.27305072465297625,0.20853949430642474,lr,shap
3,0.5920435374568298,0.0,0.05086181370379938,1.2188393250396368,0.256920749632083,1.6356313663113518,0.35392711311083447,0.23147326175294136,0.43032124511620506,0.014992086932293692,0.1537954747254043,0.1455129012174887,0.0,0.019104731779742732,0.30837057074810736,0.08523197413238029,0.032740198150835634,0.15016934340931748,0.3089157191254409,0.012571441519625618,0.0,0.4533258653321936,0.0,0.282824030587384,0.5840489839161142,0.020978933048688028,0.49897921169334963,0.0,0.20433474831125575,0.7567651772198793,0.6678523774102663,0.0,0.13778936444261322,0.15923920319172308,lr,shap
4,0.5920435374568298,0.0,0.11304110146024578,0.04904321274241948,0.14801239392498083,0.3062703384056827,0.32856686256290235,0.3078415759304399,0.47346127864612236,0.037318134127840796,0.12072541303284821,0.058127013727540984,0.0,0.013708550670953721,0.36801284255744177,0.020047214678965673,0.025436204149356097,0.003515535274367464,0.3891264843431473,0.0009661925047913958,0.0,0.026754533065184986,0.0,0.03544128968297214,0.3159356602501728,0.002210041986127254,0.31252943635663144,0.0,0.22346508536638765,0.04696564346157302,0.4846792277265692,0.0,0.287368212781438,0.12485479930702491,lr,shap
5,0.5920435374568298,0.0,0.0979729592712345,0.043561982587194535,0.03228672489299046,0.3974140218962283,0.08693645505798378,0.4067285161145053,0.4584182546590849,0.021052942539236248,0.0768033107729201,0.028986158521239085,0.0,0.013914115718998882,0.20645441661645555,0.05168257448046427,0.011389431919886894,0.0201608929818489,0.08093215462340085,0.0028206989883590287,0.0,0.2585439763754939,0.0,0.09105665083139404,0.11835271363389026,0.00042818215684034853,0.23473995144215254,0.0,0.04709072822850022,0.0711440553014747,0.12180423364829938,0.0,0.03578274779193371,0.19814798066518838,lr,shap
6,0.5920435374568298,0.0,0.22227146469880477,0.07796704967136395,0.2830360306240379,0.17895169076277534,0.06418088675752943,0.6232863157250415,0.24122233010923969,0.043768964358286346,0.011702927522313847,0.0923908171092541,0.0,0.042301461300677794,0.35458474441673316,0.34600424787837103,0.011317369194108038,0.019221806009121732,0.16716566919313514,0.004362406950174746,0.0,0.5723849137032512,0.0,0.033955094209996865,0.0033407219674860167,0.009619107260388811,0.13383940124647456,0.0,0.1728542864066863,0.0246439589001731,0.4857001998704293,0.0,0.26912056418668695,0.25946314462070197,lr,shap
7,0.5920435374568298,0.0,0.3895997246157832,0.44291287226497844,0.02570908273968025,0.8710869353664438,0.3987988796048664,1.3055333486168355,0.7898138630508182,0.1693939503814818,0.34585698398056053,0.16375659166130682,0.0,0.10296747121620152,0.7212897731687717,0.20063062970909368,0.06138791588960824,0.04340086023093757,0.9695157633631933,0.014011188123714505,0.0,1.1577082068463396,0.0,0.2048785824575086,0.3012565316448924,0.024171136704087954,0.4789806828987449,0.0,0.027903488084015833,0.3857228049429284,0.09856905706908363,0.0,0.042228609957710765,0.019716799456446072,lr,shap
8,0.5920435374568298,0.0,0.5586396444920597,0.00801551517321856,0.2669425552880711,0.26246900276306706,0.3844080459465051,0.3365333226643296,0.40997411864598093,0.07368999947430656,0.10159103185030528,0.08592592900912849,0.0,0.11102399095252703,0.0958670292259871,0.5446312756457098,0.000931656399075036,0.45408878163251537,0.09665756275666373,0.039407208482957284,0.0,1.4400734356487845,0.0,0.2616973491069647,0.5562720559364488,0.03373443685854111,1.2593081358319027,0.0,0.34872145832500007,0.7835102414741805,0.7799613521097183,0.0,0.4607454794970978,0.3257275025155299,lr,shap
9,0.5920435374568298,0.0,0.31152548731616925,0.5096659772675121,0.11566140165116723,0.9870018562146544,0.6738853649617949,1.4079710198623938,1.2471158988095528,0.16486978049334275,0.47539358187874264,0.11127362258767912,0.0,0.02169456216547479,0.7455860762235577,0.2579640123898765,0.05261427902603266,0.40653009263933,0.608773184924959,0.04329163009279958,0.0,1.7783783353186784,0.0,0.21361686139583544,0.3382939366112305,0.009933970394139494,0.3108013571627076,0.0,0.1603901019126669,0.6063293104418573,0.06902083357674904,0.0,0.2408892440047275,0.7181642080645031,lr,shap
