,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
0,0.15059825778007507,0.18519693613052368,0.0946626290678978,0.9577642679214478,0.694100022315979,0.22791558504104614,0.05261710658669472,1.1613596677780151,0.5412263870239258,0.1457534283399582,0.6799074411392212,0.26112252473831177,0.8559828996658325,0.2357945740222931,0.8600819110870361,0.29249441623687744
1,0.16290423274040222,0.0612357072532177,0.3611235022544861,0.5032436847686768,0.008888387121260166,0.01186089962720871,0.14061568677425385,0.16611652076244354,0.07189404219388962,0.04416070133447647,0.06597831845283508,0.06611552089452744,0.3442440629005432,0.09149277210235596,0.365922749042511,0.4069828391075134
2,0.04501880705356598,5.057162343291566e-05,0.2086472511291504,0.8623847961425781,0.024529539048671722,0.049365345388650894,0.12790262699127197,0.4571402966976166,0.3996596038341522,0.08544927090406418,0.27401384711265564,0.02217146009206772,0.2905735671520233,0.35355788469314575,1.0924378633499146,0.5786578059196472
3,0.052843477576971054,0.0239231176674366,1.266623616218567,0.12855716049671173,1.8341144323349,0.06881581991910934,0.11755439639091492,0.19273309409618378,0.25064870715141296,0.13005724549293518,0.27892643213272095,0.09487074613571167,0.11100456863641739,1.1877888441085815,0.2825984060764313,0.5224364995956421
4,0.038233790546655655,0.09799949079751968,0.404607892036438,0.29674914479255676,0.099234938621521,0.1007678359746933,0.1443888545036316,0.3074488341808319,0.23782385885715485,0.2468709498643875,0.06631746143102646,0.1075480505824089,0.042527325451374054,0.10668405890464783,0.026158872991800308,0.03520430624485016
5,0.06679642200469971,0.0986647978425026,0.03443341702222824,0.883560836315155,0.09923537075519562,1.6900430917739868,0.1113295927643776,0.05904701352119446,0.4618886113166809,0.07357902824878693,0.45032310485839844,0.12349868565797806,0.18184815347194672,0.24023820459842682,0.9595790505409241,0.5804072022438049
6,0.009836588986217976,0.21491965651512146,0.018650615587830544,0.09507720172405243,0.10144754499197006,0.15775424242019653,0.1693430244922638,0.5013977885246277,0.2784458100795746,0.10949373990297318,0.11363804340362549,0.10838155448436737,0.36223694682121277,0.2472546100616455,0.4569992423057556,0.1421985626220703
7,0.25310835242271423,0.07298595458269119,0.03318965435028076,0.23524025082588196,0.15436290204524994,0.1465412974357605,0.1777106672525406,0.012858642265200615,0.368897020816803,0.2708381116390228,0.16831882297992706,0.006799280643463135,0.07881294190883636,0.0820901095867157,0.6397519111633301,0.0063204229809343815
8,0.3339608609676361,0.19715876877307892,0.3295201361179352,1.2420116662979126,0.040829092264175415,0.019829628989100456,0.09646019339561462,0.5203202962875366,0.25678521394729614,0.35005611181259155,0.2534406781196594,0.0413554422557354,0.3775974214076996,0.22339653968811035,0.02915256842970848,0.46457433700561523
9,0.05164916440844536,0.1192953884601593,0.198722243309021,0.9631060361862183,0.19019947946071625,0.034553930163383484,0.3295857310295105,0.07439392060041428,0.2517608106136322,0.10822334885597229,0.20030635595321655,0.41960853338241577,0.42712491750717163,0.2569490373134613,1.557307481765747,1.733449101448059
10,0.23902015388011932,0.1305864304304123,0.04245144873857498,0.04631706699728966,0.19057901203632355,0.20551209151744843,0.11110200732946396,0.3994823396205902,0.44060102105140686,0.02304512821137905,0.3196130394935608,0.13054941594600677,0.042110979557037354,0.4037158489227295,1.209843397140503,0.19438645243644714
11,0.07667554914951324,0.10557632893323898,1.0861021280288696,1.1712396144866943,0.40720033645629883,0.0011858214857056737,0.0933326855301857,0.8138137459754944,0.23673070967197418,0.17550897598266602,0.2481694221496582,0.01038117241114378,0.08043611794710159,0.08083678036928177,0.15127140283584595,0.5870496034622192
