,age,gender,height,weight,ap_hi,ap_lo,cholesterol,gluc,smoke,alco,active
0,0.27963417768478394,0.010741996578872204,0.09118624031543732,0.6295657157897949,0.2148856818675995,0.3473796546459198,0.2934113144874573,0.07459858804941177,0.531020998954773,0.02005169726908207,0.152757465839386
1,0.013395147398114204,0.04570796340703964,0.07229814678430557,0.6546035408973694,0.02711031399667263,0.07437888532876968,0.16849815845489502,0.055748432874679565,0.10244470089673996,0.030697403475642204,0.009407762438058853
2,0.3515208959579468,0.1784336119890213,0.1131872907280922,0.03532322496175766,0.0875961109995842,0.15905633568763733,0.12435270100831985,0.09185433387756348,0.16424112021923065,0.1641334593296051,0.2895161509513855
3,0.03531867265701294,0.05785767361521721,0.3106907606124878,0.27866896986961365,0.08474139124155045,0.29386889934539795,0.35219234228134155,0.19572314620018005,0.14474469423294067,0.11580005288124084,0.0399872325360775
4,0.0704340785741806,0.0018734148470684886,0.0803428441286087,0.2872108519077301,0.10674364864826202,0.3455640971660614,0.38730868697166443,0.11662061512470245,0.16670319437980652,0.13462361693382263,0.053115613758563995
5,0.11086013913154602,0.13947400450706482,0.04406644031405449,0.22392217814922333,0.06303790956735611,0.20134182274341583,0.3156016170978546,0.14884206652641296,0.06794309616088867,0.16264452040195465,0.12050481140613556
6,0.508927583694458,0.0032116128131747246,0.2523496448993683,0.30677393078804016,0.10606501996517181,0.2665768265724182,0.32316964864730835,0.2033296674489975,0.2823558449745178,0.006644566543400288,0.07439616322517395
7,0.10893253237009048,0.16146911680698395,0.010267208330333233,0.07058832049369812,0.101262167096138,0.5671960115432739,0.3359575569629669,0.009945493191480637,0.4586383104324341,0.17159245908260345,0.41907528042793274
8,0.022809814661741257,0.0519072599709034,0.06555088609457016,0.46689483523368835,0.06104464828968048,0.07418399304151535,0.2701559364795685,0.11045904457569122,0.09172265976667404,0.0031475252471864223,0.02724565379321575
9,0.03334467113018036,0.00413438631221652,0.2618559002876282,1.210002064704895,0.23145830631256104,0.39788904786109924,0.2704150378704071,0.19264085590839386,0.5631057024002075,0.1317501664161682,0.00013133743777871132
10,0.2882603406906128,0.022735754027962685,0.09016173332929611,0.23123563826084137,0.05513705685734749,0.34550249576568604,0.2898740768432617,0.24914856255054474,0.1700444221496582,0.14276085793972015,0.192914679646492
11,0.16511839628219604,0.00615769112482667,0.026473788544535637,0.2676312327384949,0.07727563381195068,0.2786271274089813,0.295673131942749,0.2588183283805847,0.23120951652526855,0.17176026105880737,0.18329842388629913
12,0.35396477580070496,0.03836222365498543,0.37107670307159424,0.5320156812667847,0.07782718539237976,0.10665307193994522,0.35322946310043335,0.3730829954147339,0.061030272394418716,0.013148833066225052,0.13670805096626282
13,0.04639787599444389,0.05539561063051224,0.012349040247499943,0.5929192304611206,0.0887155532836914,0.28880658745765686,0.3555251657962799,0.113216832280159,0.33715543150901794,0.01640480011701584,0.24793854355812073
14,0.1850154548883438,0.011265269480645657,0.2009565681219101,0.7865705490112305,0.24151012301445007,0.41649696230888367,0.9557807445526123,0.042997512966394424,0.35444745421409607,0.11239828169345856,0.15474513173103333
15,0.05470772460103035,0.01982375979423523,0.019067484885454178,0.21114954352378845,0.01511057373136282,0.012752475216984749,0.21638430655002594,0.04304661974310875,0.07264326512813568,0.036409150809049606,0.0032049245201051235
16,0.2535494267940521,0.03178540989756584,0.12799771130084991,0.03264249488711357,0.12064278870820999,0.19010740518569946,0.1555304080247879,0.14718247950077057,0.13712751865386963,0.16900575160980225,0.25968286395072937
17,0.5602803826332092,0.018980462104082108,0.2855255603790283,0.7140607833862305,0.051630258560180664,0.08174185454845428,0.3462809920310974,0.38524794578552246,0.05490506812930107,0.041279055178165436,0.13351938128471375
18,0.08900972455739975,0.0005551084177568555,0.2676894962787628,0.35308027267456055,0.01985122822225094,0.2799670100212097,0.2832610309123993,0.4195460081100464,0.10650703310966492,0.24863594770431519,0.051203347742557526
19,0.05837636813521385,0.04717960208654404,0.009073982015252113,0.2669299840927124,0.10803159326314926,0.2438313364982605,0.07109526544809341,0.04612626135349274,0.01972203329205513,0.21444812417030334,0.060610197484493256
20,0.18019525706768036,0.05976499617099762,0.15041854977607727,0.2782457172870636,0.07372189313173294,0.23890630900859833,0.27011361718177795,0.24135300517082214,0.20934820175170898,0.14259150624275208,0.10571657121181488
21,0.08645675331354141,0.03558515012264252,0.10281530022621155,0.31561559438705444,0.13266608119010925,0.3937233090400696,0.3976195752620697,0.08760937303304672,0.21812766790390015,0.13657821714878082,0.09157383441925049
22,0.019782407209277153,0.07591137290000916,0.15644238889217377,0.27373450994491577,0.10049784183502197,0.255210816860199,0.15867707133293152,0.021398302167654037,0.10102936625480652,0.17899908125400543,0.06197868660092354
23,0.04702537879347801,0.004512384999543428,0.08061947673559189,0.8377014398574829,0.14136363565921783,0.30562669038772583,0.3085840344429016,0.05139904469251633,0.3129938542842865,0.00618684571236372,0.13055452704429626
24,0.02942649833858013,0.012920704670250416,0.19483819603919983,0.07222069054841995,0.09375608712434769,0.6052281260490417,0.40209612250328064,0.008541015908122063,0.6442021131515503,0.1126992404460907,0.23598603904247284
25,0.0070388782769441605,0.0159014780074358,0.011522959917783737,0.045674532651901245,0.06425290554761887,0.40490520000457764,0.70134437084198,0.27427488565444946,0.3976605236530304,0.09648927301168442,0.2105065882205963
26,0.013025723397731781,0.11033479869365692,0.03462207317352295,0.5876315236091614,0.0378914475440979,0.027877971529960632,0.11523531377315521,0.06553719937801361,0.036066241562366486,0.057246070355176926,0.018935874104499817
27,0.36238011717796326,0.03353466838598251,0.052980802953243256,0.5092933177947998,0.11413352936506271,0.21126168966293335,0.35395804047584534,0.25050485134124756,0.10504689812660217,0.022197162732481956,0.05662878230214119
28,0.012528334744274616,0.11337964236736298,0.07719770818948746,0.5377947092056274,0.015226698480546474,0.06834438443183899,0.17902423441410065,0.052266597747802734,0.14385540783405304,0.013263712637126446,0.014940210618078709
29,0.2414608895778656,0.11944970488548279,0.024626413360238075,0.49397069215774536,0.07951375842094421,0.2070939838886261,0.29998427629470825,0.02197675034403801,0.05766517296433449,0.228362038731575,0.19372449815273285
