,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
10,0.029684418812394142,0.14685499668121338,0.004405413754284382,0.0077438438311219215,0.003106872783973813,0.09301380813121796,0.07972557097673416,0.056674711406230927,0.178439199924469,0.1943393051624298,0.024845967069268227,0.08379833400249481,0.02803589031100273,0.002887255046516657
11,0.8000556826591492,0.004399565514177084,0.13832315802574158,0.02552741952240467,0.0010525299003347754,0.2208859920501709,0.002778091933578253,0.047648198902606964,0.5168222188949585,0.2786478102207184,0.0344720222055912,0.06635236740112305,0.01924770511686802,0.07448402047157288
12,0.11925730109214783,0.2552162706851959,0.001813544426113367,0.004766545258462429,0.012272844091057777,0.0014007851714268327,0.03177100792527199,0.07958506047725677,0.17039218544960022,0.0003456420381553471,0.050570666790008545,0.08581842482089996,0.05114715173840523,0.10987319052219391
13,0.9022244215011597,0.02206905372440815,0.12862034142017365,0.009117774665355682,0.0005115355015732348,0.15938201546669006,0.09799739718437195,0.41908207535743713,0.4943807125091553,0.2970324456691742,0.4598676860332489,0.07013033330440521,0.06582004576921463,0.08117351680994034
14,0.07663904875516891,0.020007453858852386,0.06623675674200058,0.016466638073325157,0.0012962647015228868,0.014562420547008514,0.2364347279071808,0.08649566024541855,0.49463769793510437,0.27722737193107605,0.23068509995937347,0.05323764681816101,0.042627882212400436,0.09410973638296127
15,0.03922786936163902,0.29386401176452637,0.065484918653965,0.008219554089009762,0.011136956512928009,0.14583677053451538,0.25576052069664,0.018851352855563164,0.24613574147224426,0.06452378630638123,0.03758307173848152,0.07061217725276947,0.025904908776283264,0.049305509775877
16,0.7610252499580383,0.013789473101496696,0.26363781094551086,0.030051251873373985,0.004914003890007734,0.11120971292257309,0.04111713171005249,0.0582650862634182,0.6329115033149719,0.17776380479335785,0.04609138146042824,0.0679401159286499,0.24082112312316895,0.03529830276966095
17,0.4530113935470581,0.6671094298362732,0.11626740545034409,0.07868409156799316,0.023107429966330528,0.011586838401854038,0.18563349545001984,0.09581414610147476,0.4200979471206665,0.22557254135608673,0.37299877405166626,0.022996261715888977,0.013153833337128162,0.2557312250137329
18,0.22606129944324493,0.032303761690855026,0.10483840852975845,0.003625283483415842,0.014302849769592285,0.027375562116503716,0.2346516102552414,0.0571666844189167,0.3305870294570923,0.1569032520055771,0.03223032504320145,0.021368902176618576,0.03620677813887596,0.02170216664671898
19,0.08675721287727356,0.17842771112918854,0.10226866602897644,0.04420318454504013,0.017371103167533875,0.7679167985916138,0.022601807489991188,0.016311272978782654,0.4345826506614685,0.5362418293952942,0.014846201986074448,0.06643934547901154,0.27307525277137756,0.004499082453548908
20,0.114038847386837,0.000573475961573422,0.26624828577041626,0.006532089319080114,0.21863572299480438,0.03149730712175369,0.04146253317594528,0.04118025302886963,0.3230009078979492,0.232184037566185,0.09426239132881165,0.013765363022685051,0.13030999898910522,0.013135131448507309
21,0.16012242436408997,0.013399077579379082,0.6318157315254211,0.24702312052249908,1.2911725044250488,0.019420048221945763,0.04490483179688454,0.41464710235595703,0.7459728717803955,0.15741890668869019,0.03573811426758766,0.14910373091697693,0.44685548543930054,0.0556570440530777
22,0.1262030303478241,0.0019825713243335485,0.09496073424816132,0.005915135610848665,0.0015374756185337901,0.00624576210975647,0.15272469818592072,0.0984685868024826,0.28232210874557495,0.03669888526201248,0.028984438627958298,0.015160740353167057,0.021151388064026833,0.0578412264585495
23,0.39406317472457886,0.00399599876254797,0.0017224348848685622,2.2142980098724365,0.034822218120098114,0.12062214314937592,0.057803165167570114,0.01726020686328411,0.2566654682159424,0.01648683100938797,0.012469501234591007,0.002254788763821125,0.1441522091627121,0.10681768506765366
24,0.42127782106399536,0.12506361305713654,0.3113352656364441,0.04605378955602646,0.0063806455582380295,0.01341177336871624,0.004764549899846315,0.004038839600980282,0.7123932242393494,0.3309367001056671,0.1287219226360321,0.239744171500206,0.11483468115329742,0.019641807302832603
25,0.9628704190254211,0.025634756311774254,0.007903493009507656,0.026994599029421806,0.0069875349290668964,0.046710070222616196,0.04564063251018524,0.010956112295389175,0.504396915435791,0.1726229190826416,0.5234763026237488,0.224449023604393,0.2529624402523041,0.016985170543193817
26,0.08130311965942383,0.036034032702445984,0.006745294202119112,0.007165603339672089,0.012954640202224255,0.2847616672515869,0.0659935399889946,0.017418578267097473,0.28773245215415955,0.0667184367775917,0.03864612802863121,0.030694255605340004,0.02270575612783432,0.01312688272446394
27,0.8578834533691406,0.027250248938798904,0.003051786683499813,0.005239410791546106,0.0025548741687089205,0.04563206061720848,0.27536740899086,0.04385839030146599,0.4776802062988281,0.29242685437202454,0.23304125666618347,0.3330262303352356,0.06310015916824341,0.13007692992687225
28,1.0475664138793945,0.02552158758044243,0.20155741274356842,0.040487296879291534,1.1312870810797904e-05,0.007552880793809891,0.07216759026050568,0.07858949899673462,0.518619179725647,0.22942043840885162,0.30017733573913574,0.27646347880363464,0.049683697521686554,0.0066663241013884544
29,0.22488684952259064,0.13044331967830658,0.2084985077381134,0.0108192665502429,0.01087829191237688,0.0024729755241423845,0.0861109048128128,0.2627684473991394,0.3104119300842285,0.061484429985284805,0.07232464104890823,0.09320631623268127,0.0618862621486187,0.016119185835123062
30,0.2124488353729248,0.23742666840553284,0.349932461977005,0.031339287757873535,0.013061672449111938,0.07340750098228455,0.36591556668281555,0.09330255538225174,0.5076193809509277,0.2637841999530792,0.4791664779186249,0.106502003967762,0.1306329220533371,0.02574530988931656
31,0.012073704041540623,0.05572798103094101,0.2048884630203247,0.0007747613708488643,0.0061913407407701015,0.0032670963555574417,0.08280915766954422,0.012801120989024639,0.19437022507190704,0.11458657681941986,0.018969982862472534,0.013088061474263668,0.004428969230502844,0.05519042909145355
32,0.06600187718868256,0.02058558538556099,0.05438520386815071,0.006743337493389845,0.0038156670052558184,0.013722927309572697,0.0915336087346077,0.20357921719551086,0.4345608055591583,0.3046655058860779,0.4453164339065552,0.07316477596759796,0.0567602701485157,0.08246535062789917
33,0.218114972114563,0.10019921511411667,0.38609400391578674,0.0906924232840538,0.021280627697706223,0.20293861627578735,0.10443596541881561,0.007399550639092922,0.26878979802131653,0.3343070149421692,0.001749667339026928,0.017964275553822517,0.033007945865392685,0.12390083074569702
34,0.21125313639640808,0.13651219010353088,0.06599726527929306,0.012953893281519413,0.004249392542988062,0.047231219708919525,0.08536678552627563,0.07709673047065735,0.2633060812950134,0.4493526220321655,0.020963598042726517,0.10812067985534668,0.06494909524917603,0.030777890235185623
35,0.2247597873210907,0.0322541669011116,0.099638931453228,0.022434687241911888,0.0009649517014622688,0.20315387845039368,0.07990354299545288,0.2369336187839508,0.4514414966106415,0.1779123842716217,0.12141644209623337,0.04566851630806923,0.3366606533527374,0.030040334910154343
36,0.2378525584936142,0.00011550184717634693,0.1056799367070198,0.010208014398813248,0.009811165742576122,0.24072907865047455,0.24916425347328186,0.04639197513461113,0.2488778829574585,0.06641779839992523,0.03608522191643715,0.020037170499563217,0.11672720313072205,0.06937792152166367
37,0.7068557143211365,0.13334958255290985,0.07855889946222305,0.010044030845165253,0.012416938319802284,0.012560337781906128,0.10739212483167648,0.09638909995555878,0.5391523838043213,0.0030502602458000183,0.049453359097242355,0.0817929208278656,0.10471916943788528,0.007915178313851357
38,0.040600791573524475,0.015589872375130653,0.07993750274181366,0.006973822135478258,0.0032880029175430536,0.030435778200626373,0.1284739375114441,0.03209051117300987,0.1487850546836853,0.09830845147371292,0.027789756655693054,0.022409936413168907,0.015118679031729698,0.051901090890169144
39,0.91419517993927,0.10318248718976974,0.0431121289730072,0.004939637612551451,0.0032802412752062082,0.14627616107463837,0.11017861217260361,0.2052144855260849,0.48591089248657227,0.29419663548469543,0.4594400227069855,0.06928563863039017,0.061393510550260544,0.08729971945285797
40,0.1991722583770752,0.0464090034365654,0.08384145051240921,0.011455516330897808,0.0022772515658289194,0.007259887643158436,0.032099649310112,0.08402743190526962,0.3446922302246094,0.4368739426136017,0.06951022148132324,0.07438577711582184,0.2719345688819885,0.015244239941239357
41,1.1596862077713013,0.0036691005807369947,0.21840818226337433,0.022971803322434425,0.003494788659736514,0.5771589279174805,0.06441827863454819,0.3500697612762451,0.5099608898162842,0.1653764396905899,0.4902963936328888,0.07896601408720016,0.036363452672958374,0.054268188774585724
42,0.015355413779616356,0.006962613668292761,0.09613358229398727,0.007238458842039108,3.148803807562217e-05,0.013595538213849068,0.09958076477050781,0.04825387895107269,0.17662076652050018,0.01366836205124855,0.04896923527121544,0.017566444352269173,0.017583314329385757,0.07647886872291565
43,0.3369789719581604,0.29449862241744995,0.08156571537256241,0.021798115223646164,0.011734366416931152,0.007589505985379219,0.12140850722789764,0.2733616530895233,0.463140606880188,0.1953659951686859,0.35086789727211,0.26553502678871155,0.01072976365685463,0.03693833202123642
44,0.5728980898857117,0.009417143650352955,0.07948380708694458,0.02165747992694378,0.0011873829644173384,0.2486085146665573,0.06403031945228577,0.21411313116550446,0.37388861179351807,0.37653231620788574,0.021045327186584473,0.022749412804841995,0.04128774628043175,0.05967094749212265
45,0.6081270575523376,0.026244550943374634,0.04893060773611069,0.012560360133647919,0.0033446780871599913,0.014734799042344093,0.08410835266113281,0.1737992912530899,0.4812585413455963,0.29965007305145264,0.4424821436405182,0.07134126126766205,0.06561341881752014,0.07171409577131271
46,0.10351278632879257,0.06625009328126907,0.22809375822544098,0.00384321971796453,0.013871646486222744,0.0023058231454342604,0.036901261657476425,0.24456652998924255,0.2065834254026413,0.06665661931037903,0.06638199090957642,0.10076786577701569,0.064278244972229,0.0026148755569010973
47,0.2501893937587738,0.0059691849164664745,0.0028050460387021303,0.019064532592892647,0.0030440727714449167,0.03390903398394585,0.0729651227593422,0.0036470266059041023,0.1580561101436615,0.06762800365686417,0.11996781080961227,0.06351158022880554,0.005428288131952286,0.048104602843523026
48,0.09965861588716507,0.07084538787603378,0.11013767123222351,0.011013329029083252,0.017666371539235115,0.007718037348240614,0.04483078420162201,0.17199434340000153,0.08255782723426819,0.1765504628419876,0.10186094045639038,0.16231314837932587,0.18265484273433685,0.04270604997873306
49,0.16670601069927216,0.133022278547287,0.3316994309425354,0.01587713696062565,0.00807957910001278,0.004933089017868042,0.12719976902008057,0.0423034243285656,0.33501267433166504,0.1839875876903534,0.07486458122730255,0.07489795237779617,0.016242938116192818,0.07133258134126663
