,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
0,0.07572504132986069,0.14476874470710754,0.07717438042163849,0.004721884615719318,0.003478499362245202,0.0068056718446314335,0.013481630943715572,0.05720112472772598,0.30194297432899475,0.4118819236755371,0.14936958253383636,0.08750314265489578,0.2539369761943817,0.027888301759958267
1,0.7706779837608337,0.0023589255288243294,0.030128123238682747,0.018050899729132652,0.008424092084169388,0.009483843110501766,0.12649497389793396,0.1659792959690094,0.4730544686317444,0.18525584042072296,0.3937850296497345,0.07509798556566238,0.09078814834356308,0.06533394008874893
2,0.0028231434989720583,0.014206920750439167,0.0008452388574369252,3.066377878189087,0.03734538331627846,0.005758421495556831,0.010263597592711449,0.02205885574221611,0.3427425026893616,0.15745653212070465,0.18682223558425903,0.02356504648923874,0.14290234446525574,0.09480944275856018
3,0.17851892113685608,0.0005164731410332024,0.08568394184112549,0.009846326895058155,0.0041581206023693085,0.0008340580970980227,0.10390327125787735,0.11462564766407013,0.24066607654094696,0.05877714604139328,0.02970045991241932,0.02691103331744671,0.017069773748517036,0.029210444539785385
4,0.00197659432888031,0.03851805999875069,0.22391261160373688,3.0510358556057326e-05,0.0017569244373589754,0.09096258878707886,0.049332939088344574,0.07490994036197662,0.1634904444217682,0.003619574708864093,0.18280737102031708,0.013564568012952805,0.017290018498897552,0.06699012219905853
5,0.9096575975418091,0.03372558206319809,0.053825538605451584,0.012249969877302647,0.0027596710715442896,0.01296011172235012,0.09437276422977448,0.2053476870059967,0.5107337832450867,0.3424839377403259,0.127249076962471,0.06874754279851913,0.34082266688346863,0.06996970623731613
6,0.00284416857175529,0.039999205619096756,0.10365063697099686,0.01312794629484415,0.014277218841016293,0.058678023517131805,0.06926587224006653,0.15344861149787903,0.33640825748443604,0.012457485310733318,0.08361911028623581,0.022416219115257263,0.01597159542143345,0.008094952441751957
7,0.5076107978820801,0.007087919395416975,0.18994708359241486,0.2130136787891388,0.9100630879402161,0.0003172739234287292,0.06755416095256805,0.06624046713113785,0.4249483644962311,0.11469240486621857,0.1939333826303482,0.07325583696365356,0.19746072590351105,0.10558231174945831
8,0.4191625714302063,0.006804416887462139,0.05483941361308098,0.01384351123124361,0.002451249398291111,0.35259249806404114,0.07768680155277252,0.18926380574703217,0.5039132237434387,0.3280453383922577,0.06826569139957428,0.06869018077850342,0.06538911163806915,0.33060771226882935
9,0.2657875418663025,0.01382461003959179,0.004412312060594559,0.015121911652386189,0.002722769742831588,0.012617603875696659,0.08462121337652206,0.012069852091372013,0.5225674510002136,0.35172519087791443,0.4425332248210907,0.07153820991516113,0.3516438603401184,0.07630202174186707
