,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
0,0.05831291526556015,0.01287397276610136,0.22532156109809875,0.042894672602415085,0.16976989805698395,0.08315814286470413,0.015554428100585938,0.4794098436832428,0.34748584032058716,0.0994570255279541,0.14831660687923431,0.20488636195659637,0.3008664548397064,0.19301585853099823,0.10801488161087036,0.2687858045101166,0.09772555530071259,0.010288799181580544,0.20695500075817108,0.08569150418043137
1,0.04044845700263977,0.0657661110162735,0.006074747070670128,0.07784770429134369,0.014954322949051857,0.10914155095815659,0.10054855793714523,0.8296292424201965,0.17532497644424438,0.575376570224762,0.18036223948001862,0.004782051779329777,0.17121537029743195,0.05978946015238762,0.09640204906463623,0.5364622473716736,0.4105139672756195,0.04693903774023056,0.769320011138916,0.16699405014514923
2,0.02815355733036995,0.08431150019168854,0.48337793350219727,0.0002695569128263742,0.022233188152313232,0.22451677918434143,0.13107159733772278,0.676934540271759,0.6078402996063232,0.5356492400169373,0.27343469858169556,0.03000609762966633,0.14582112431526184,0.2534497082233429,0.12012705951929092,0.20923209190368652,0.15248173475265503,0.10954488813877106,0.0017493730410933495,0.24604594707489014
3,0.09485957771539688,0.22322538495063782,8.553813677281141e-05,0.1810210645198822,0.5674698948860168,0.018011320382356644,0.04204162582755089,0.04476970434188843,0.043508660048246384,0.22835931181907654,0.23368215560913086,0.03461015596985817,0.0432826466858387,0.1062602698802948,0.2483961582183838,0.30535876750946045,0.12911388278007507,0.11160299926996231,0.2778000235557556,0.11019168049097061
4,0.05311425030231476,0.2611275315284729,0.0011080345138907433,0.1071099266409874,0.006191135849803686,0.11175709962844849,0.037354350090026855,0.42067116498947144,0.23119735717773438,0.49594929814338684,0.09748522192239761,0.019190477207303047,0.006876472849398851,0.003474191064015031,0.0747448056936264,0.15546870231628418,0.08355101943016052,0.1267574429512024,0.17436224222183228,0.04922175407409668
5,0.08289902657270432,0.0043136789463460445,0.35650911927223206,0.04966128244996071,1.010834813117981,0.06435583531856537,0.04590131714940071,1.0040162801742554,0.1413010209798813,0.517595112323761,0.2979501783847809,0.5055223703384399,0.04297228902578354,0.06609388440847397,0.5357018113136292,0.5145143270492554,0.09969055652618408,0.13856478035449982,0.09571240097284317,0.08212164044380188
6,0.006322924979031086,0.1012888103723526,0.06409545987844467,0.04303470626473427,0.12631478905677795,0.11464876681566238,0.07137346267700195,0.20989154279232025,0.18381118774414062,0.032455697655677795,0.023470617830753326,0.059701547026634216,0.02622818946838379,0.15507881343364716,0.22738781571388245,0.17257042229175568,0.13525578379631042,0.2736307978630066,0.06054667755961418,0.0574861541390419
7,0.26383522152900696,0.18829533457756042,0.4264111816883087,0.12516863644123077,0.5433595776557922,0.4013499617576599,0.019455434754490852,0.61055588722229,0.04492776840925217,0.5255352854728699,0.3888235092163086,0.10893670469522476,0.20860302448272705,0.037507373839616776,0.4304521977901459,0.2356349229812622,0.26381152868270874,0.028732582926750183,0.10633065551519394,0.25412577390670776
8,0.14433710277080536,0.027546744793653488,0.10224802792072296,0.05970028042793274,0.23513615131378174,0.04996765777468681,0.23788145184516907,0.355665385723114,0.1650000810623169,0.18548531830310822,0.15088137984275818,0.06291615962982178,0.011791657656431198,0.5565210580825806,0.29539406299591064,0.2687508463859558,0.02101917564868927,0.0689159482717514,0.18556909263134003,0.5853540301322937
9,0.03085867129266262,0.43336963653564453,0.027560239657759666,0.07439546287059784,0.08581560105085373,0.06452268362045288,0.00888622272759676,0.23153603076934814,0.08866392821073532,0.3619086444377899,0.2116248607635498,0.06859046965837479,0.0512695275247097,0.014613891020417213,0.10174556076526642,0.15101686120033264,0.18741822242736816,0.019607525318861008,0.15209534764289856,0.0038805254735052586
10,0.0049530742689967155,0.1197352409362793,0.008188055828213692,0.020142504945397377,0.2773135006427765,0.0805208832025528,0.018366001546382904,0.28936928510665894,0.12943440675735474,0.433314710855484,0.022871529683470726,0.1330702006816864,0.08447832614183426,0.7536563873291016,0.3103198707103729,0.5178350210189819,0.2640219032764435,0.07228415459394455,0.046441107988357544,0.24436353147029877
11,0.3371700048446655,0.020581381395459175,0.22786244750022888,0.011337126605212688,0.025883283466100693,0.03319534659385681,0.007150424178689718,0.326340913772583,0.2760685384273529,0.13545602560043335,0.12164480984210968,0.0011333408765494823,0.09673654288053513,0.07734809815883636,0.0007473388686776161,0.2054881900548935,0.18482893705368042,0.027852626517415047,0.05435807257890701,0.09169479459524155
12,0.07117730379104614,0.04093674570322037,0.34610655903816223,0.3164202868938446,0.34125763177871704,0.05752614513039589,0.05712893232703209,0.8019441962242126,0.1963866949081421,0.36650919914245605,0.21557554602622986,0.19997742772102356,0.6371908783912659,0.09058745205402374,0.0035125052090734243,0.5066654682159424,0.3494780659675598,0.07388624548912048,0.011328686028718948,0.21265488862991333
13,0.5932469367980957,0.18725547194480896,0.12271450459957123,0.014528326690196991,0.00588343245908618,0.12299834936857224,0.01687142811715603,0.2258177250623703,0.1974199265241623,0.08083568513393402,0.15304645895957947,0.03322407603263855,0.011467423290014267,0.06157821789383888,0.2049093246459961,0.06107208505272865,0.05357706546783447,0.18655887246131897,0.1389465183019638,0.042746081948280334
14,0.5299120545387268,0.17946116626262665,0.37924832105636597,0.024278447031974792,0.01099434681236744,0.2789600193500519,0.08174694329500198,0.21352443099021912,0.398385226726532,0.09196915477514267,0.25222086906433105,0.18412482738494873,0.007887852378189564,0.1274714171886444,0.07774723321199417,0.18422931432724,0.04804002121090889,0.18509253859519958,0.047732386738061905,0.08873634785413742
15,0.0446912981569767,0.04493093863129616,0.06365296989679337,0.003918854054063559,0.1558333933353424,0.11115686595439911,0.03803079202771187,0.2665202021598816,0.14664512872695923,0.17056623101234436,0.16539865732192993,0.010988038964569569,0.03210537135601044,0.11241310089826584,0.1005016341805458,0.15776780247688293,0.1609864979982376,0.017305023968219757,0.060901254415512085,0.03644964098930359
16,0.030483143404126167,0.002230229554697871,0.0009991080733016133,0.04661990702152252,0.15512524545192719,0.05402035266160965,0.01313056144863367,0.28507328033447266,0.2470632791519165,0.44439801573753357,0.16939568519592285,0.3361436724662781,0.01982760615646839,0.00849316455423832,0.14760556817054749,0.22005271911621094,0.16928939521312714,0.11675170809030533,0.21508602797985077,0.05406617745757103
17,0.020657582208514214,0.09244794398546219,0.15838131308555603,0.03825812786817551,0.5204465389251709,0.10789243876934052,0.028264561668038368,0.2761744260787964,0.31855037808418274,0.26772984862327576,0.09693606197834015,0.16429029405117035,0.30798155069351196,0.11112777143716812,0.03991454467177391,0.23096224665641785,0.1968102604150772,0.14726564288139343,0.0430174395442009,0.049037910997867584
18,0.12345078587532043,0.08443454653024673,0.3793296813964844,0.06216573715209961,0.5109689235687256,0.16822262108325958,0.03051937371492386,0.5529772639274597,0.6055816411972046,0.6485878825187683,0.29368141293525696,0.029902953654527664,0.2932484745979309,0.09112203866243362,0.33826932311058044,0.32988032698631287,0.1392958164215088,0.07911209762096405,0.046844519674777985,0.1940278708934784
19,0.07114002108573914,0.000262812536675483,0.21210545301437378,0.09570516645908356,0.16383707523345947,0.17765402793884277,0.0024895702954381704,0.2182653248310089,0.056138619780540466,0.22255419194698334,0.1484573781490326,0.16319608688354492,0.14729270339012146,0.09978470951318741,0.028654903173446655,0.12853209674358368,0.1682775765657425,0.09140096604824066,0.07410433888435364,0.06386107206344604
20,0.011385027319192886,0.22260445356369019,0.07464092969894409,0.12616999447345734,0.0005411985912360251,0.09063876420259476,0.0047967457212507725,0.1650630235671997,0.068586066365242,0.22479644417762756,0.07471275329589844,0.11911259591579437,0.04769827052950859,0.05334416776895523,0.05337643623352051,0.09742825478315353,0.045787833631038666,0.03024773672223091,0.1101183295249939,0.002141327830031514
21,0.0027801201213151217,6.511473475256935e-05,0.17819708585739136,0.06083611771464348,0.09350235015153885,0.3473969101905823,0.04436804726719856,0.030845554545521736,0.23716233670711517,0.22380205988883972,0.18941812217235565,0.2235564887523651,0.11622480303049088,0.223898783326149,0.008847242221236229,0.08530143648386002,0.1161685362458229,0.09706096351146698,0.27104756236076355,0.1364443153142929
22,0.023235291242599487,0.22454479336738586,0.0005303340731188655,0.09084660559892654,0.03981782868504524,0.12867027521133423,0.0365348756313324,0.43411508202552795,0.24622134864330292,0.10728298872709274,0.05446005240082741,0.41368037462234497,0.010067813098430634,0.07033582031726837,0.06438565999269485,0.18800872564315796,0.08272530138492584,0.12489490211009979,0.17962291836738586,0.07918325066566467
23,0.018609022721648216,0.18299752473831177,0.031067630276083946,0.14943212270736694,0.10556153953075409,0.027110686525702477,0.14086312055587769,0.30666255950927734,0.25073370337486267,0.11759380996227264,0.035299889743328094,0.13129641115665436,0.059532590210437775,0.03436063975095749,0.26323264837265015,0.191095232963562,0.14790545403957367,0.028757229447364807,0.1700850874185562,0.07628525793552399
24,0.056041233241558075,0.03597533330321312,0.025534577667713165,0.022870536893606186,0.03481649234890938,0.0016717406688258052,0.028884846717119217,0.25062209367752075,0.2473299354314804,0.1297103315591812,0.18799372017383575,0.0050069731660187244,0.038179609924554825,0.04222586005926132,0.3167020082473755,0.20640788972377777,0.19400519132614136,0.14968889951705933,0.09782779961824417,0.07000517100095749
25,0.031468622386455536,0.12063081562519073,0.20738394558429718,0.044668667018413544,0.14942161738872528,0.14405442774295807,0.09718108922243118,0.4628467559814453,0.15093833208084106,0.40300503373146057,0.07218819856643677,0.0830208957195282,0.08824031054973602,0.02573247253894806,0.14267031848430634,0.36982086300849915,0.24526485800743103,0.03542253002524376,0.20367053151130676,0.16704128682613373
26,0.43351781368255615,0.07646270096302032,0.4826700985431671,0.09787819534540176,0.21640601754188538,0.220717191696167,0.0038234505336731672,0.4804907739162445,0.21266326308250427,0.5396379232406616,0.33360159397125244,0.029079917818307877,0.010988401249051094,0.10416990518569946,0.12772302329540253,0.47054457664489746,0.07203212380409241,0.10924425721168518,0.09545934200286865,0.06071658432483673
27,0.3054388761520386,0.04945731908082962,0.05663217231631279,0.10321333259344101,0.033238884061574936,0.1437651813030243,0.03207724913954735,0.08706746250391006,0.15550529956817627,0.004017164930701256,0.10253316909074783,0.07210604846477509,0.13469740748405457,0.09527944028377533,0.05767977610230446,0.06930539011955261,0.00592789426445961,0.08234640210866928,0.10615289956331253,0.03058980405330658
28,0.03450367972254753,0.5107082724571228,0.020376652479171753,0.08937738835811615,0.07796051353216171,0.014092544093728065,0.006567097268998623,0.20420010387897491,0.1977747678756714,0.321391224861145,0.08918962627649307,0.23744896054267883,0.05665985494852066,0.07237878441810608,0.12119530141353607,0.18871177732944489,0.17830048501491547,0.04307834059000015,0.12874144315719604,0.0002166351769119501
29,0.020514968782663345,0.0019547727424651384,0.13378630578517914,0.08523716032505035,0.02543599158525467,0.03645132854580879,0.00023456400958821177,0.21553750336170197,0.02151101641356945,0.2360256314277649,0.11957117915153503,0.10206493735313416,0.0839524045586586,0.05407502502202988,0.12239117175340652,0.25384950637817383,0.13981786370277405,0.043283481150865555,0.25069954991340637,0.03625449538230896
30,0.15003947913646698,0.2549367845058441,0.12835264205932617,0.160909041762352,0.4628559350967407,0.25069084763526917,0.0736163854598999,0.41960176825523376,0.4921841323375702,0.08829957991838455,0.11013127118349075,0.2644187808036804,0.12497486174106598,0.7291542291641235,0.16446831822395325,0.1119447872042656,0.02642456255853176,0.1831178069114685,0.3298119008541107,0.1709897220134735
31,0.0010097825434058905,0.10189592838287354,0.0446615070104599,0.060349490493535995,0.1659926474094391,0.022909285500645638,0.0334840789437294,0.10294260084629059,0.1471298635005951,0.17268183827400208,0.07963705062866211,0.015240774489939213,0.3894394040107727,0.06313531845808029,0.12750528752803802,0.23206566274166107,0.23072338104248047,0.000940781319513917,0.18151338398456573,0.06662916392087936
32,0.14934343099594116,0.08790517598390579,0.00911870226264,0.027690673246979713,0.12765748798847198,0.117061547935009,0.031829897314310074,0.4242958426475525,0.4082821011543274,0.6420896053314209,0.3188527524471283,0.1623821258544922,0.0934668779373169,0.035321205854415894,0.17924675345420837,0.17099447548389435,0.43984755873680115,0.12599393725395203,0.08983021974563599,0.06956437975168228
33,0.0679619163274765,0.10411576926708221,0.04206119105219841,0.03307830169796944,0.09943312406539917,0.08471480011940002,0.1246228739619255,0.1464063823223114,0.3004966974258423,0.2076968550682068,0.17130517959594727,0.32935431599617004,0.16116224229335785,0.024380560964345932,0.059072792530059814,0.23743122816085815,0.14555776119232178,0.12311887741088867,0.26830869913101196,0.10976681113243103
34,0.13588190078735352,0.005350283347070217,0.21110230684280396,0.059007756412029266,0.013548755086958408,0.0800943672657013,0.04519205912947655,0.3343659043312073,0.10321225970983505,0.40240225195884705,0.11552722007036209,0.05355855077505112,0.09543664008378983,0.01783425360918045,0.346539169549942,0.4577774703502655,0.21015632152557373,0.12025198340415955,0.05341579020023346,0.16210591793060303
35,0.01740862987935543,0.0058683413080871105,0.192483589053154,0.1409233957529068,0.0046071214601397514,0.0010600629029795527,0.06209638714790344,0.00015055492985993624,0.09976455569267273,0.4649902582168579,0.12786634266376495,0.17773891985416412,0.03387665003538132,0.03676839917898178,0.128140389919281,0.2219577133655548,0.07954471558332443,0.010136604309082031,0.2850608229637146,0.13611328601837158
36,0.16764023900032043,0.022468218579888344,0.34255799651145935,0.01128393318504095,0.02029741182923317,0.33956378698349,0.14987599849700928,0.1809278428554535,0.19709095358848572,0.40910863876342773,0.38814353942871094,0.14432767033576965,0.04349678009748459,0.28320130705833435,0.19941526651382446,0.15454936027526855,0.012148582376539707,0.21673429012298584,0.055817194283008575,0.20096349716186523
37,0.09729213267564774,0.06476393342018127,0.018557405099272728,0.08029448240995407,0.22612956166267395,0.07454610615968704,0.015259082429111004,0.2044440060853958,0.022817423567175865,0.1695156842470169,0.08090905100107193,0.40692397952079773,0.26036959886550903,0.05616021156311035,0.1253175139427185,0.2792578637599945,0.12054373323917389,0.07543498277664185,0.24469736218452454,0.06366878747940063
38,0.003650791011750698,0.007664014585316181,0.02089679054915905,0.04583984240889549,0.1353091597557068,0.09920448064804077,0.0150369331240654,0.23484545946121216,0.26738452911376953,0.1154649406671524,0.059986624866724014,0.17434237897396088,0.05477507784962654,0.1129843145608902,0.20483845472335815,0.23030884563922882,0.15099501609802246,0.15349173545837402,0.18663913011550903,0.027010424062609673
39,0.24785372614860535,0.1554718017578125,0.08000688254833221,0.07315848767757416,0.16917915642261505,0.1296815574169159,0.007922269403934479,0.12274065613746643,0.19545765221118927,0.19107624888420105,0.14004386961460114,0.135090172290802,0.10694500803947449,0.033147308975458145,0.07786573469638824,0.02833142876625061,0.07079574465751648,0.20140224695205688,0.25086283683776855,0.022855062037706375
40,0.4496142268180847,0.14445403218269348,0.06692443788051605,0.15903426706790924,0.2145926058292389,0.0994037389755249,0.11456871777772903,0.0906224325299263,0.11519072949886322,0.16685691475868225,0.30461716651916504,0.6783464550971985,0.13932442665100098,0.04440687224268913,0.22731439769268036,0.27765941619873047,0.22032055258750916,0.05722547695040703,0.22397460043430328,0.08889615535736084
41,0.020414693281054497,0.03170676529407501,0.13284549117088318,0.022227810695767403,0.34005510807037354,0.016199346631765366,0.026406703516840935,0.28862401843070984,0.3429434299468994,0.3999747037887573,0.0848444253206253,0.0168621689081192,0.3196401596069336,0.05126411095261574,0.08077125996351242,0.28621089458465576,0.13053590059280396,0.14855000376701355,0.003835385898128152,0.0912516862154007
42,0.02092304453253746,0.01056001614779234,0.030716663226485252,0.005846451502293348,0.15135131776332855,0.06710202246904373,0.01530738640576601,0.15796078741550446,0.10907870531082153,0.06598760932683945,0.10976901650428772,0.13982130587100983,0.17602795362472534,0.043096523731946945,0.07470343261957169,0.1506110429763794,0.10131426900625229,0.0008975834352895617,0.04377088323235512,0.03435724601149559
43,0.0687001496553421,0.036918655037879944,0.09375052899122238,0.057756539434194565,0.05236949399113655,0.004480833187699318,0.05421602353453636,0.42630547285079956,0.3109365999698639,0.15258879959583282,0.12021583318710327,0.06956407427787781,0.4190380573272705,0.009858246892690659,0.07357616722583771,0.24215014278888702,0.06977739930152893,0.16229501366615295,0.1908312737941742,0.0711306482553482
44,0.0013210864271968603,0.03525177389383316,0.0007580712554045022,0.14119207859039307,0.0684410110116005,0.13213904201984406,0.05340563505887985,0.2259305864572525,0.22857022285461426,0.05558192729949951,0.2608342170715332,0.06943073123693466,0.004062827676534653,0.022982176393270493,0.07100594788789749,0.11530943214893341,0.0938761904835701,0.12938722968101501,0.18977107107639313,0.06166473776102066
