,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,model,explainer
0,0.13527457933386144,0.003619501596597661,0.11187468608478261,0.14938124883448572,0.013533338876990434,0.01679296281837818,0.012385086084049554,0.11784371144282224,0.008592096555844168,0.006980056534557543,0.0891376512721211,0.01091868196422671,0.03337677250020207,0.06630905906226492,0.0035439892100638435,0.15903213899172733,0.0,0.03695245008560449,0.12195972517837055,0.06698637054316313,0.09402597102255698,0.04597392199157765,0.10095844986132302,0.13602404043087463,0.27735859326988765,0.0,0.03881201878309813,0.07179320215082191,0.18970746257726778,0.0,lr,shap
1,0.5134642491544005,0.25383061196718354,0.43250306459218324,0.5186331263699618,0.014769052054260734,0.0065389059735175325,0.15371529300733194,0.732903350167298,0.012825702271587145,0.12427379005341245,1.3777205945654012,0.026687509984649985,0.5556204585634775,0.7041270944026419,0.08697304651959831,0.2233005823386989,0.0,0.06187469812907603,0.2955323105813927,0.3403883066093399,1.380324152505877,0.25677356159179193,0.9343874103121281,1.2025508515698387,0.20940402484860687,0.0,0.04456013789865033,0.7306550774346711,0.3963250645996403,0.0,lr,shap
2,0.16452899055484074,0.07998053528020213,0.15205439981153046,0.12582294523986623,0.04180612479680725,0.0751350103839646,0.3831061564394367,0.760918265513297,0.008966751928918763,0.07606102842296295,0.3457385837028175,0.027429572479728725,0.08426502975641108,0.14481106693283274,0.02725260533668723,0.2649882212664643,0.0,0.020332869605057622,0.29071084987575324,0.2298980114724263,0.5455050734604544,0.16626142732459914,0.3266682941043759,0.4026281402488165,0.5280517871506569,0.0,0.44118035687175433,0.4455474845586884,0.03432657049036218,0.0,lr,shap
3,0.14229339200684113,0.09101954014961587,0.10700845354520971,0.1639145040271762,0.03055622045174922,0.10801870992093147,0.0280739948783696,0.3283675605870215,0.0014736444674267675,0.11189678259007314,0.6307887499464826,0.015693214411010934,0.09111387143016458,0.24040700979962065,0.09777459892152306,0.18439460074653027,0.0,0.001628718887093586,0.055557691711084066,0.28330986004162584,0.40559237730915226,0.31594977075406744,0.1964148183583455,0.3186542819874066,0.3274972320460413,0.0,0.05746897640240173,0.36001105967636077,0.38999641959772985,0.0,lr,shap
4,0.22852451913201982,0.3988196759232881,0.19434452175544034,0.2308087070062977,0.014095834094243321,0.0387154291763561,0.08773939044464765,0.3705959256306231,0.0019107424026804547,0.06584280133113636,0.29707628411269965,0.03539625307344651,0.2046175198385552,0.1767897909231845,0.1692662183776805,0.38712555910357965,0.0,0.09867519776457268,0.09653747782136221,0.21191835872773548,0.49801877534632416,0.8200087253799876,0.35694159954200294,0.38400008094039145,0.10814068740036818,0.0,0.2751789879039426,0.40687238039634044,0.6773169026844644,0.0,lr,shap
5,0.6799103782564894,1.0157309480489278,0.6438000038104834,0.6577813143850837,0.06726643463035956,0.6221359048322204,1.6001851416957849,2.2261395365139713,0.03806498590437938,0.09951977512673386,1.1716523265775785,0.024329286552013538,0.611978172877366,0.588960011243274,0.01787556501732146,0.8948214474738652,0.0,0.14912749565194705,0.11560679322677608,0.309375722590308,1.511510007784443,2.2605249477827565,1.211566616972737,1.1518515247959709,0.7453192218473245,0.0,2.4515850175361478,1.6233010318572931,1.547834679987251,0.0,lr,shap
6,0.8212893192407936,0.30988063669140165,0.7347217170498732,0.8814491425279092,0.03322067148084194,0.3336079605078656,0.9666860214402833,2.1870010518394145,0.0022853977757550654,0.02655299856960574,2.096990727414617,0.03293107028807113,0.9645094697568987,1.1042243365076685,0.10246843938777012,0.06677590520033508,0.0,0.09184929863863381,0.23767478211371862,0.036576197569700715,1.797733692028588,0.13505034654280854,1.3657197586449472,1.6092721174668654,0.0015960800010406326,0.0,0.7878637910284986,1.3972884673228778,0.15583655452704284,0.0,lr,shap
7,0.37609605826894155,0.34086965036096084,0.3223725386965845,0.33835891834148196,0.010039947527735581,0.05179819135773,0.09874468454238461,0.733315334216504,0.003022220009468443,0.025257730346698145,0.7591876564172388,0.025088237365945797,0.39186779914095576,0.2946571497007184,0.047636029860698634,0.11938173527584854,0.0,0.05712624656320549,0.05928073600505694,0.04439595633430532,0.6573112001183236,0.8449775900054203,0.47489246878919356,0.4826204113809187,0.07987920801020924,0.0,0.02657283615630849,0.38541570133393577,0.1368506195213115,0.0,lr,shap
8,0.04804076468397159,0.2639196164175429,0.04272296052242995,0.11011053799466243,0.03766142319599642,0.18545451850798253,0.2066059325033354,0.5343270384500689,0.009653620112888875,0.08311304430323758,0.2721380860759568,0.0127098672971754,0.2229436297378266,0.26934522906753916,0.008831043858216894,0.25387399895947244,0.0,0.06573281502634583,0.03232701740209375,0.0802857528568908,0.010544063118014906,0.27225425765956024,0.09191677520554914,0.20700309791428925,0.5071606876605929,0.0,0.824508050390144,0.6466779318966543,0.8390264397732805,0.0,lr,shap
9,0.008109736699865656,0.19171958456939742,0.010964390264164178,0.028270788895398243,0.0793375819926068,0.1692297718740765,0.3559365320687638,0.6291159165073061,0.001598529591784954,0.11347988819584912,0.7003531971016075,0.040844271205419426,0.25112248689477085,0.2568092393441898,0.12474722312527035,0.306924000902133,0.0,0.20130822990929845,0.32621433325364413,0.2828985986547466,0.06868324898010666,0.48917126909300584,0.024622999898641848,0.0898313204813508,0.7412914178656398,0.0,0.42355231257413456,0.4790305202660437,0.23431175255073228,0.0,lr,shap
